vehicle_type,Maker,year,quarter,year_quarter,registrations,registrations_last_quarter,QoQ_growth_%
3W,MAURYA MOTORS PVT LTD,2024,1,2024-Q1,0,,
3W,MAURYA MOTORS PVT LTD,2024,2,2024-Q2,1,0,
3W,MAURYA MOTORS PVT LTD,2024,3,2024-Q3,0,1,100
3W,MAURYA MOTORS PVT LTD,2024,4,2024-Q4,0,0,
3W,MAYUR ENGINEERING MAYURBHANJ BARIPADA,2024,1,2024-Q1,0,,
3W,MAYUR ENGINEERING MAYURBHANJ BARIPADA,2024,2,2024-Q2,0,0,
3W,MAYUR ENGINEERING MAYURBHANJ BARIPADA,2024,3,2024-Q3,0,0,
3W,MAYUR ENGINEERING MAYURBHANJ BARIPADA,2024,4,2024-Q4,4,0,
3W,"MAYUR ENTERPRISES,BARIPADA",2024,1,2024-Q1,16,,
3W,"MAYUR ENTERPRISES,BARIPADA",2024,2,2024-Q2,6,16,62.5
3W,"MAYUR ENTERPRISES,BARIPADA",2024,3,2024-Q3,12,6,100
3W,"MAYUR ENTERPRISES,BARIPADA",2024,4,2024-Q4,8,12,33.33
3W,MB AGRO INDUSTRIES,2024,1,2024-Q1,18,,
3W,MB AGRO INDUSTRIES,2024,2,2024-Q2,2,18,88.89
3W,MB AGRO INDUSTRIES,2024,3,2024-Q3,2,2,0
3W,MB AGRO INDUSTRIES,2024,4,2024-Q4,0,2,100
3W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),2024,1,2024-Q1,4,,
3W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),2024,2,2024-Q2,3,4,25
3W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),2024,3,2024-Q3,5,3,66.67
3W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),2024,4,2024-Q4,7,5,40
3W,MD RASUL ENGG WORKS,2024,1,2024-Q1,0,,
3W,MD RASUL ENGG WORKS,2024,2,2024-Q2,0,0,
3W,MD RASUL ENGG WORKS,2024,3,2024-Q3,0,0,
3W,MD RASUL ENGG WORKS,2024,4,2024-Q4,1,0,
3W,MECPOWER MOBILITY PVT. LTD.,2024,1,2024-Q1,52,,
3W,MECPOWER MOBILITY PVT. LTD.,2024,2,2024-Q2,54,52,3.85
3W,MECPOWER MOBILITY PVT. LTD.,2024,3,2024-Q3,82,54,51.85
3W,MECPOWER MOBILITY PVT. LTD.,2024,4,2024-Q4,52,82,36.59
3W,MEHAR AGRO ENGINEERING,2024,1,2024-Q1,1,,
3W,MEHAR AGRO ENGINEERING,2024,2,2024-Q2,0,1,100
3W,MEHAR AGRO ENGINEERING,2024,3,2024-Q3,0,0,
3W,MEHAR AGRO ENGINEERING,2024,4,2024-Q4,0,0,
3W,MERCEDES -BENZ AG,2024,1,2024-Q1,347,,
3W,MERCEDES -BENZ AG,2024,2,2024-Q2,380,347,9.51
3W,MERCEDES -BENZ AG,2024,3,2024-Q3,321,380,15.53
3W,MERCEDES -BENZ AG,2024,4,2024-Q4,410,321,27.73
3W,MERCEDES-BENZ INDIA PVT LTD,2024,1,2024-Q1,0,,
3W,MERCEDES-BENZ INDIA PVT LTD,2024,2,2024-Q2,0,0,
3W,MERCEDES-BENZ INDIA PVT LTD,2024,3,2024-Q3,0,0,
3W,MERCEDES-BENZ INDIA PVT LTD,2024,4,2024-Q4,0,0,
3W,MERCURY EV TECH LTD,2024,1,2024-Q1,0,,
3W,MERCURY EV TECH LTD,2024,2,2024-Q2,0,0,
3W,MERCURY EV TECH LTD,2024,3,2024-Q3,8,0,
3W,MERCURY EV TECH LTD,2024,4,2024-Q4,2,8,75
3W,MERCURY EV TECH LTD,2025,1,2025-Q1,5,2,150
3W,MERCURY EV TECH LTD,2025,2,2025-Q2,28,5,460
3W,MERCURY EV TECH LTD,2025,3,2025-Q3,129,28,360.71
3W,MERCURY EV TECH LTD,2025,4,2025-Q4,0,129,100
3W,METAL PRESSING & ENGG WORKS,2024,1,2024-Q1,0,,
3W,METAL PRESSING & ENGG WORKS,2024,2,2024-Q2,0,0,
3W,METAL PRESSING & ENGG WORKS,2024,3,2024-Q3,0,0,
3W,METAL PRESSING & ENGG WORKS,2024,4,2024-Q4,1,0,
3W,METAL PRESSING & ENGG WORKS,2025,1,2025-Q1,3,1,200
3W,METAL PRESSING & ENGG WORKS,2025,2,2025-Q2,9,3,200
3W,METAL PRESSING & ENGG WORKS,2025,3,2025-Q3,22,9,144.44
3W,METAL PRESSING & ENGG WORKS,2025,4,2025-Q4,0,22,100
3W,METTA EV PVT LTD,2025,1,2025-Q1,1,,
3W,METTA EV PVT LTD,2025,2,2025-Q2,0,1,100
3W,METTA EV PVT LTD,2025,3,2025-Q3,1,0,
3W,METTA EV PVT LTD,2025,4,2025-Q4,0,1,100
3W,MEW ELECTRICALS LIMITED,2024,1,2024-Q1,5,,
3W,MEW ELECTRICALS LIMITED,2024,2,2024-Q2,1,5,80
3W,MEW ELECTRICALS LIMITED,2024,3,2024-Q3,0,1,100
3W,MEW ELECTRICALS LIMITED,2024,4,2024-Q4,1,0,
3W,MICROAUTOTECH PVT. LTD.,2024,1,2024-Q1,1,,
3W,MICROAUTOTECH PVT. LTD.,2024,2,2024-Q2,1,1,0
3W,MICROAUTOTECH PVT. LTD.,2024,3,2024-Q3,0,1,100
3W,MICROAUTOTECH PVT. LTD.,2024,4,2024-Q4,1,0,
3W,MILLENNIAL MOTORS LLP,2023,1,2023-Q1,0,,
3W,MILLENNIAL MOTORS LLP,2023,2,2023-Q2,0,0,
3W,MILLENNIAL MOTORS LLP,2023,3,2023-Q3,7,0,
3W,MILLENNIAL MOTORS LLP,2023,4,2023-Q4,0,7,100
3W,MILLENNIAL MOTORS LLP,2024,1,2024-Q1,10,0,
3W,MILLENNIAL MOTORS LLP,2024,2,2024-Q2,0,10,100
3W,MILLENNIAL MOTORS LLP,2024,3,2024-Q3,0,0,
3W,MILLENNIAL MOTORS LLP,2024,4,2024-Q4,0,0,
3W,MILLENNIAL MOTORS LLP,2025,1,2025-Q1,5,0,
3W,MILLENNIAL MOTORS LLP,2025,2,2025-Q2,28,5,460
3W,MILLENNIAL MOTORS LLP,2025,3,2025-Q3,139,28,396.43
3W,MILLENNIAL MOTORS LLP,2025,4,2025-Q4,0,139,100
3W,MINI METRO,2023,1,2023-Q1,95,,
3W,MINI METRO,2023,2,2023-Q2,2,95,97.89
3W,MINI METRO,2023,3,2023-Q3,0,2,100
3W,MINI METRO,2023,4,2023-Q4,0,0,
3W,MINI METRO EV L.L.P,2023,1,2023-Q1,942,,
3W,MINI METRO EV L.L.P,2023,2,2023-Q2,0,942,100
3W,MINI METRO EV L.L.P,2023,3,2023-Q3,0,0,
3W,MINI METRO EV L.L.P,2023,4,2023-Q4,0,0,
3W,MINI METRO EV L.L.P,2024,1,2024-Q1,0,0,
3W,MINI METRO EV L.L.P,2024,2,2024-Q2,962,0,
3W,MINI METRO EV L.L.P,2024,3,2024-Q3,0,962,100
3W,MINI METRO EV L.L.P,2024,4,2024-Q4,0,0,
3W,MINI METRO EV L.L.P,2025,1,2025-Q1,918,0,
3W,MINI METRO EV L.L.P,2025,2,2025-Q2,0,918,100
3W,MINI METRO EV L.L.P,2025,3,2025-Q3,360,0,
3W,MINI METRO EV L.L.P,2025,4,2025-Q4,0,360,100
3W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024,1,2024-Q1,8,,
3W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024,2,2024-Q2,4,8,50
3W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024,3,2024-Q3,3,4,25
3W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024,4,2024-Q4,2,3,33.33
3W,MITSUBISHI MOTORS CORPORATION,2024,1,2024-Q1,1,,
3W,MITSUBISHI MOTORS CORPORATION,2024,2,2024-Q2,0,1,100
3W,MITSUBISHI MOTORS CORPORATION,2024,3,2024-Q3,0,0,
3W,MITSUBISHI MOTORS CORPORATION,2024,4,2024-Q4,0,0,
3W,MK POWER AND E MOBILITY,2024,1,2024-Q1,0,,
3W,MK POWER AND E MOBILITY,2024,2,2024-Q2,5,0,
3W,MK POWER AND E MOBILITY,2024,3,2024-Q3,0,5,100
3W,MK POWER AND E MOBILITY,2024,4,2024-Q4,0,0,
3W,MLR AUTO LTD,2023,1,2023-Q1,568,,
3W,MLR AUTO LTD,2023,2,2023-Q2,288,568,49.3
3W,MLR AUTO LTD,2023,3,2023-Q3,390,288,35.42
3W,MLR AUTO LTD,2023,4,2023-Q4,651,390,66.92
3W,MLR AUTO LTD,2024,1,2024-Q1,916,651,40.71
3W,MLR AUTO LTD,2024,2,2024-Q2,1194,916,30.35
3W,MLR AUTO LTD,2024,3,2024-Q3,1516,1194,26.97
3W,MLR AUTO LTD,2024,4,2024-Q4,1710,1516,12.8
3W,MLR AUTO LTD,2025,1,2025-Q1,1802,1710,5.38
3W,MLR AUTO LTD,2025,2,2025-Q2,1462,1802,18.87
3W,MLR AUTO LTD,2025,3,2025-Q3,627,1462,57.11
3W,MLR AUTO LTD,2025,4,2025-Q4,0,627,100
3W,MODERN  AGRO  INDUSTRIES,2024,1,2024-Q1,1,,
3W,MODERN  AGRO  INDUSTRIES,2024,2,2024-Q2,0,1,100
3W,MODERN  AGRO  INDUSTRIES,2024,3,2024-Q3,0,0,
3W,MODERN  AGRO  INDUSTRIES,2024,4,2024-Q4,0,0,
3W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,1,2024-Q1,23,,
3W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,2,2024-Q2,5,23,78.26
3W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,3,2024-Q3,3,5,40
3W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024,4,2024-Q4,0,3,100
3W,MODLINE ASSOCIATES PVT LTD,2025,1,2025-Q1,0,,
3W,MODLINE ASSOCIATES PVT LTD,2025,2,2025-Q2,12,0,
3W,MODLINE ASSOCIATES PVT LTD,2025,3,2025-Q3,42,12,250
3W,MODLINE ASSOCIATES PVT LTD,2025,4,2025-Q4,0,42,100
3W,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024,1,2024-Q1,1,,
3W,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024,2,2024-Q2,5,1,400
3W,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024,3,2024-Q3,0,5,100
3W,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024,4,2024-Q4,2,0,
3W,MOHAN GENERAL TRADING COMPANY,2023,1,2023-Q1,6,,
3W,MOHAN GENERAL TRADING COMPANY,2023,2,2023-Q2,12,6,100
3W,MOHAN GENERAL TRADING COMPANY,2023,3,2023-Q3,12,12,0
3W,MOHAN GENERAL TRADING COMPANY,2023,4,2023-Q4,13,12,8.33
3W,MOHAN GENERAL TRADING COMPANY,2024,1,2024-Q1,5,13,61.54
3W,MOHAN GENERAL TRADING COMPANY,2024,2,2024-Q2,17,5,240
3W,MOHAN GENERAL TRADING COMPANY,2024,3,2024-Q3,14,17,17.65
3W,MOHAN GENERAL TRADING COMPANY,2024,4,2024-Q4,6,14,57.14
3W,MOHAN GENERAL TRADING COMPANY,2025,1,2025-Q1,4,6,33.33
3W,MOHAN GENERAL TRADING COMPANY,2025,2,2025-Q2,7,4,75
3W,MOHAN GENERAL TRADING COMPANY,2025,3,2025-Q3,11,7,57.14
3W,MOHAN GENERAL TRADING COMPANY,2025,4,2025-Q4,0,11,100
3W,MOMU AUTOMOTIVE,2024,1,2024-Q1,29,,
3W,MOMU AUTOMOTIVE,2024,2,2024-Q2,127,29,337.93
3W,MOMU AUTOMOTIVE,2024,3,2024-Q3,140,127,10.24
3W,MOMU AUTOMOTIVE,2024,4,2024-Q4,116,140,17.14
3W,MOMU AUTOMOTIVE,2025,1,2025-Q1,122,116,5.17
3W,MOMU AUTOMOTIVE,2025,2,2025-Q2,318,122,160.66
3W,MOMU AUTOMOTIVE,2025,3,2025-Q3,570,318,79.25
3W,MOMU AUTOMOTIVE,2025,4,2025-Q4,0,570,100
3W,MONA GREEN AUTOMOBILES PVT LTD,2024,1,2024-Q1,0,,
3W,MONA GREEN AUTOMOBILES PVT LTD,2024,2,2024-Q2,0,0,
3W,MONA GREEN AUTOMOBILES PVT LTD,2024,3,2024-Q3,14,0,
3W,MONA GREEN AUTOMOBILES PVT LTD,2024,4,2024-Q4,20,14,42.86
3W,MONA GREEN AUTOMOBILES PVT LTD,2025,1,2025-Q1,13,20,35
3W,MONA GREEN AUTOMOBILES PVT LTD,2025,2,2025-Q2,17,13,30.77
3W,MONA GREEN AUTOMOBILES PVT LTD,2025,3,2025-Q3,40,17,135.29
3W,MONA GREEN AUTOMOBILES PVT LTD,2025,4,2025-Q4,0,40,100
3W,MONDAL ENGINEERING WORKSHOP,2024,1,2024-Q1,0,,
3W,MONDAL ENGINEERING WORKSHOP,2024,2,2024-Q2,0,0,
3W,MONDAL ENGINEERING WORKSHOP,2024,3,2024-Q3,0,0,
3W,MONDAL ENGINEERING WORKSHOP,2024,4,2024-Q4,2,0,
3W,MONDAL TRADING,2023,1,2023-Q1,2,,
3W,MONDAL TRADING,2023,2,2023-Q2,9,2,350
3W,MONDAL TRADING,2023,3,2023-Q3,20,9,122.22
3W,MONDAL TRADING,2023,4,2023-Q4,46,20,130
3W,MONDAL TRADING,2024,1,2024-Q1,20,46,56.52
3W,MONDAL TRADING,2024,2,2024-Q2,9,20,55
3W,MONDAL TRADING,2024,3,2024-Q3,67,9,644.44
3W,MONDAL TRADING,2024,4,2024-Q4,67,67,0
3W,MONDAL TRADING,2025,1,2025-Q1,65,67,2.99
3W,MONDAL TRADING,2025,2,2025-Q2,152,65,133.85
3W,MONDAL TRADING,2025,3,2025-Q3,383,152,151.97
3W,MONDAL TRADING,2025,4,2025-Q4,0,383,100
3W,MOON AGRICULTURE & FABRICATION WORKS,2024,1,2024-Q1,2,,
3W,MOON AGRICULTURE & FABRICATION WORKS,2024,2,2024-Q2,0,2,100
3W,MOON AGRICULTURE & FABRICATION WORKS,2024,3,2024-Q3,0,0,
3W,MOON AGRICULTURE & FABRICATION WORKS,2024,4,2024-Q4,0,0,
3W,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024,1,2024-Q1,0,,
3W,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024,2,2024-Q2,0,0,
3W,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024,3,2024-Q3,0,0,
3W,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024,4,2024-Q4,53,0,
3W,MORRIS MOTORS LTD,2024,1,2024-Q1,0,,
3W,MORRIS MOTORS LTD,2024,2,2024-Q2,0,0,
3W,MORRIS MOTORS LTD,2024,3,2024-Q3,0,0,
3W,MORRIS MOTORS LTD,2024,4,2024-Q4,1,0,
3W,MOTOVOLT MOBILITY PVT LTD,2024,1,2024-Q1,3,,
3W,MOTOVOLT MOBILITY PVT LTD,2024,2,2024-Q2,7,3,133.33
3W,MOTOVOLT MOBILITY PVT LTD,2024,3,2024-Q3,152,7,2071.43
3W,MOTOVOLT MOBILITY PVT LTD,2024,4,2024-Q4,148,152,2.63
3W,MOVE STONE SERVICES PVT LTD,2023,1,2023-Q1,361,,
3W,MOVE STONE SERVICES PVT LTD,2023,2,2023-Q2,600,361,66.2
3W,MOVE STONE SERVICES PVT LTD,2023,3,2023-Q3,1044,600,74
3W,MOVE STONE SERVICES PVT LTD,2023,4,2023-Q4,960,1044,8.05
3W,MOVE STONE SERVICES PVT LTD,2024,1,2024-Q1,900,960,6.25
3W,MOVE STONE SERVICES PVT LTD,2024,2,2024-Q2,865,900,3.89
3W,MOVE STONE SERVICES PVT LTD,2024,3,2024-Q3,1440,865,66.47
3W,MOVE STONE SERVICES PVT LTD,2024,4,2024-Q4,1028,1440,28.61
3W,MOVE STONE SERVICES PVT LTD,2025,1,2025-Q1,819,1028,20.33
3W,MOVE STONE SERVICES PVT LTD,2025,2,2025-Q2,1102,819,34.55
3W,MOVE STONE SERVICES PVT LTD,2025,3,2025-Q3,450,1102,59.17
3W,MOVE STONE SERVICES PVT LTD,2025,4,2025-Q4,0,450,100
3W,MS ANUP ENTERPRISES TRAILER SNG,2024,1,2024-Q1,0,,
3W,MS ANUP ENTERPRISES TRAILER SNG,2024,2,2024-Q2,0,0,
3W,MS ANUP ENTERPRISES TRAILER SNG,2024,3,2024-Q3,0,0,
3W,MS ANUP ENTERPRISES TRAILER SNG,2024,4,2024-Q4,3,0,
3W,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024,1,2024-Q1,0,,
3W,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024,2,2024-Q2,0,0,
3W,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024,3,2024-Q3,4,0,
3W,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024,4,2024-Q4,2,4,50
3W,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024,1,2024-Q1,0,,
3W,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024,2,2024-Q2,0,0,
3W,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024,3,2024-Q3,2,0,
3W,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024,4,2024-Q4,11,2,450
3W,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024,1,2024-Q1,0,,
3W,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024,2,2024-Q2,0,0,
3W,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024,3,2024-Q3,0,0,
3W,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024,4,2024-Q4,1,0,
3W,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024,1,2024-Q1,0,,
3W,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024,2,2024-Q2,0,0,
3W,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024,3,2024-Q3,15,0,
3W,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024,4,2024-Q4,24,15,60
3W,MUNDE MECHANICAL WORKS,2024,1,2024-Q1,22,,
3W,MUNDE MECHANICAL WORKS,2024,2,2024-Q2,30,22,36.36
3W,MUNDE MECHANICAL WORKS,2024,3,2024-Q3,23,30,23.33
3W,MUNDE MECHANICAL WORKS,2024,4,2024-Q4,20,23,13.04
3W,MVM MOTORS PRIVATE LIMITED,2024,1,2024-Q1,0,,
3W,MVM MOTORS PRIVATE LIMITED,2024,2,2024-Q2,5,0,
3W,MVM MOTORS PRIVATE LIMITED,2024,3,2024-Q3,0,5,100
3W,MVM MOTORS PRIVATE LIMITED,2024,4,2024-Q4,2,0,
3W,MVM MOTORS PRIVATE LIMITED,2025,1,2025-Q1,6,2,200
3W,MVM MOTORS PRIVATE LIMITED,2025,2,2025-Q2,6,6,0
3W,MVM MOTORS PRIVATE LIMITED,2025,3,2025-Q3,20,6,233.33
3W,MVM MOTORS PRIVATE LIMITED,2025,4,2025-Q4,0,20,100
3W,MYTRAH MOBILITY PVT LTD,2024,1,2024-Q1,63,,
3W,MYTRAH MOBILITY PVT LTD,2024,2,2024-Q2,6,63,90.48
3W,MYTRAH MOBILITY PVT LTD,2024,3,2024-Q3,0,6,100
3W,MYTRAH MOBILITY PVT LTD,2024,4,2024-Q4,0,0,
3W,N K INDUSTRIES,2024,1,2024-Q1,54,,
3W,N K INDUSTRIES,2024,2,2024-Q2,49,54,9.26
3W,N K INDUSTRIES,2024,3,2024-Q3,13,49,73.47
3W,N K INDUSTRIES,2024,4,2024-Q4,58,13,346.15
3W,N.S. AGRO WORKS,2024,1,2024-Q1,5,,
3W,N.S. AGRO WORKS,2024,2,2024-Q2,5,5,0
3W,N.S. AGRO WORKS,2024,3,2024-Q3,4,5,20
3W,N.S. AGRO WORKS,2024,4,2024-Q4,2,4,50
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,1,2023-Q1,919,,
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,2,2023-Q2,1138,919,23.83
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,3,2023-Q3,1471,1138,29.26
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2023,4,2023-Q4,1396,1471,5.1
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,1,2024-Q1,1349,1396,3.37
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,2,2024-Q2,1100,1349,18.46
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,3,2024-Q3,1040,1100,5.45
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024,4,2024-Q4,958,1040,7.88
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2025,1,2025-Q1,783,958,18.27
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2025,2,2025-Q2,718,783,8.3
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2025,3,2025-Q3,343,718,52.23
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2025,4,2025-Q4,0,343,100
3W,NABINA WELDING,2024,1,2024-Q1,0,,
3W,NABINA WELDING,2024,2,2024-Q2,0,0,
3W,NABINA WELDING,2024,3,2024-Q3,0,0,
3W,NABINA WELDING,2024,4,2024-Q4,1,0,
3W,NABINA WELDING BHANJANAGAR BYPASS ROAD,2024,1,2024-Q1,0,,
3W,NABINA WELDING BHANJANAGAR BYPASS ROAD,2024,2,2024-Q2,0,0,
3W,NABINA WELDING BHANJANAGAR BYPASS ROAD,2024,3,2024-Q3,0,0,
3W,NABINA WELDING BHANJANAGAR BYPASS ROAD,2024,4,2024-Q4,1,0,
3W,"NAIK TROLLEY AND IMPL,SNG",2024,1,2024-Q1,340,,
3W,"NAIK TROLLEY AND IMPL,SNG",2024,2,2024-Q2,169,340,50.29
3W,"NAIK TROLLEY AND IMPL,SNG",2024,3,2024-Q3,95,169,43.79
3W,"NAIK TROLLEY AND IMPL,SNG",2024,4,2024-Q4,94,95,1.05
3W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024,1,2024-Q1,1,,
3W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024,2,2024-Q2,0,1,100
3W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024,3,2024-Q3,3,0,
3W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024,4,2024-Q4,1,3,66.67
3W,NAMAH INDUSTRIES PVT LTD,2023,1,2023-Q1,0,,
3W,NAMAH INDUSTRIES PVT LTD,2023,2,2023-Q2,0,0,
3W,NAMAH INDUSTRIES PVT LTD,2023,3,2023-Q3,0,0,
3W,NAMAH INDUSTRIES PVT LTD,2023,4,2023-Q4,5,0,
3W,NAMAH INDUSTRIES PVT LTD,2024,1,2024-Q1,32,5,540
3W,NAMAH INDUSTRIES PVT LTD,2024,2,2024-Q2,80,32,150
3W,NAMAH INDUSTRIES PVT LTD,2024,3,2024-Q3,141,80,76.25
3W,NAMAH INDUSTRIES PVT LTD,2024,4,2024-Q4,127,141,9.93
3W,NAMAH INDUSTRIES PVT LTD,2025,1,2025-Q1,131,127,3.15
3W,NAMAH INDUSTRIES PVT LTD,2025,2,2025-Q2,126,131,3.82
3W,NAMAH INDUSTRIES PVT LTD,2025,3,2025-Q3,367,126,191.27
3W,NAMAH INDUSTRIES PVT LTD,2025,4,2025-Q4,0,367,100
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,1,2023-Q1,0,,
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,2,2023-Q2,3,0,
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,3,2023-Q3,0,3,100
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2023,4,2023-Q4,0,0,
3W,NANJING VMOTO (IMPORTER: FORTUNEV),2024,1,2024-Q1,0,,
3W,NANJING VMOTO (IMPORTER: FORTUNEV),2024,2,2024-Q2,0,0,
3W,NANJING VMOTO (IMPORTER: FORTUNEV),2024,3,2024-Q3,0,0,
3W,NANJING VMOTO (IMPORTER: FORTUNEV),2024,4,2024-Q4,1,0,
3W,NARAINDASS AND SONS,2023,1,2023-Q1,0,,
3W,NARAINDASS AND SONS,2023,2,2023-Q2,0,0,
3W,NARAINDASS AND SONS,2023,3,2023-Q3,1,0,
3W,NARAINDASS AND SONS,2023,4,2023-Q4,3,1,200
3W,NARAINDASS AND SONS,2024,1,2024-Q1,0,3,100
3W,NARAINDASS AND SONS,2024,2,2024-Q2,3,0,
3W,NARAINDASS AND SONS,2024,3,2024-Q3,10,3,233.33
3W,NARAINDASS AND SONS,2024,4,2024-Q4,3,10,70
3W,NARAINDASS AND SONS,2025,1,2025-Q1,3,3,0
3W,NARAINDASS AND SONS,2025,2,2025-Q2,0,3,100
3W,NARAINDASS AND SONS,2025,3,2025-Q3,3,0,
3W,NARAINDASS AND SONS,2025,4,2025-Q4,0,3,100
3W,NARINDERA AGRO WORKS,2024,1,2024-Q1,8,,
3W,NARINDERA AGRO WORKS,2024,2,2024-Q2,9,8,12.5
3W,NARINDERA AGRO WORKS,2024,3,2024-Q3,4,9,55.56
3W,NARINDERA AGRO WORKS,2024,4,2024-Q4,3,4,25
3W,NASIR ENGINEERING WORKSHOP,2025,1,2025-Q1,0,,
3W,NASIR ENGINEERING WORKSHOP,2025,2,2025-Q2,0,0,
3W,NASIR ENGINEERING WORKSHOP,2025,3,2025-Q3,16,0,
3W,NASIR ENGINEERING WORKSHOP,2025,4,2025-Q4,0,16,100
3W,NATH AGRO IMPLEMENTS PVT LTD,2024,1,2024-Q1,0,,
3W,NATH AGRO IMPLEMENTS PVT LTD,2024,2,2024-Q2,0,0,
3W,NATH AGRO IMPLEMENTS PVT LTD,2024,3,2024-Q3,0,0,
3W,NATH AGRO IMPLEMENTS PVT LTD,2024,4,2024-Q4,1,0,
3W,NATIONAL ENGG WORKS,2024,1,2024-Q1,1,,
3W,NATIONAL ENGG WORKS,2024,2,2024-Q2,0,1,100
3W,NATIONAL ENGG WORKS,2024,3,2024-Q3,1,0,
3W,NATIONAL ENGG WORKS,2024,4,2024-Q4,0,1,100
3W,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024,1,2024-Q1,0,,
3W,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024,2,2024-Q2,0,0,
3W,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024,3,2024-Q3,1,0,
3W,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024,4,2024-Q4,0,1,100
3W,NAVDURGA TRAILERS,2024,1,2024-Q1,8,,
3W,NAVDURGA TRAILERS,2024,2,2024-Q2,0,8,100
3W,NAVDURGA TRAILERS,2024,3,2024-Q3,0,0,
3W,NAVDURGA TRAILERS,2024,4,2024-Q4,1,0,
3W,NAZAR SINGH & SONS,2024,1,2024-Q1,13,,
3W,NAZAR SINGH & SONS,2024,2,2024-Q2,4,13,69.23
3W,NAZAR SINGH & SONS,2024,3,2024-Q3,10,4,150
3W,NAZAR SINGH & SONS,2024,4,2024-Q4,7,10,30
3W,NDS ECO MOTORS PVT LTD,2024,1,2024-Q1,2,,
3W,NDS ECO MOTORS PVT LTD,2024,2,2024-Q2,0,2,100
3W,NDS ECO MOTORS PVT LTD,2024,3,2024-Q3,6,0,
