sl_no,manufacturer,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,vehicle_type,year
304,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2W,2024
305,HOP ELECTRIC MOBILITY PVT LTD,25.0,45.0,17.0,39.0,43.0,41.0,23.0,42.0,35.0,10.0,17.0,18.0,355.0,2W,2024
306,HOUSTAN INNOVATION LLP,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2W,2024
307,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
308,IDEAL JAWA INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2W,2024
309,IGOWISE MOBILITY PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,2W,2024
310,INDIA KAWASAKI MOTORS PVT LTD,379.0,408.0,367.0,329.0,338.0,272.0,279.0,263.0,255.0,330.0,285.0,222.0,0.0,2W,2024
311,INDIA YAMAHA MOTOR PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
312,IRA EDUTECH PVT LTD,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,11.0,2W,2024
313,IVOOMI INNOVATION PVT LTD,133.0,114.0,101.0,85.0,64.0,74.0,87.0,96.0,71.0,84.0,134.0,72.0,0.0,2W,2024
314,IZANAU ELECTRIC LLP,2.0,4.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,24.0,2W,2024
315,JEEVAA E-BIKE MFG PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,2W,2024
316,JIANGSU AIMA (IMPORTER: FUTURE EV),2.0,5.0,9.0,9.0,8.0,6.0,1.0,7.0,2.0,3.0,1.0,2.0,55.0,2W,2024
317,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),5.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,16.0,2W,2024
318,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2W,2024
319,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,10.0,2W,2024
320,JIANGSU DALONG (IMPORTER: SABOO TOR),1.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,0.0,3.0,5.0,0.0,33.0,2W,2024
321,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),5.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,12.0,2W,2024
322,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2W,2024
323,JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2W,2024
324,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),2.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,20.0,2W,2024
325,JIANGSU JINPENG (IMPORTER:RAFT MOTORS P. LTD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,19.0,0.0,0.0,36.0,2W,2024
326,JIANGSU SUNHOU (IMPORTER: SABOO TOR),1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,2W,2024
327,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),6.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,2W,2024
328,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2W,2024
329,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),19.0,21.0,20.0,26.0,7.0,22.0,6.0,4.0,5.0,8.0,6.0,3.0,147.0,2W,2024
330,JITENDRA NEW EV-TECH PVT. LTD,133.0,98.0,252.0,44.0,53.0,53.0,49.0,42.0,37.0,63.0,72.0,36.0,932.0,2W,2024
331,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),10.0,5.0,4.0,4.0,3.0,2.0,7.0,8.0,4.0,2.0,4.0,7.0,60.0,2W,2024
332,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),20.0,12.0,20.0,17.0,8.0,14.0,8.0,9.0,6.0,18.0,9.0,3.0,144.0,2W,2024
333,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),0.0,6.0,10.0,12.0,9.0,3.0,11.0,6.0,15.0,10.0,5.0,13.0,100.0,2W,2024
334,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),1.0,6.0,2.0,2.0,3.0,3.0,6.0,3.0,2.0,1.0,2.0,0.0,31.0,2W,2024
335,KABIRA MOBILITY LLP,9.0,2.0,9.0,2.0,0.0,2.0,3.0,1.0,1.0,4.0,0.0,0.0,33.0,2W,2024
336,KAINING (HONGKONG) (IMPORTER: COMPTECH MOTOCORP),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,26.0,39.0,36.0,141.0,2W,2024
337,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,5.0,1.0,1.0,19.0,2W,2024
338,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),1.0,1.0,3.0,2.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,19.0,2W,2024
339,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),5.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,22.0,2W,2024
340,KAINING (HONGKONG) (IMPORTER:RAILIES MOTO),0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,5.0,2W,2024
341,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2W,2024
342,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2W,2024
343,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,820.0,634.0,0.0,442.0,450.0,457.0,689.0,388.0,467.0,0.0,0.0,603.0,0.0,2W,2024
344,KLB KOMAKI PVT LTD,300.0,213.0,249.0,201.0,282.0,276.0,333.0,417.0,402.0,277.0,334.0,286.0,0.0,2W,2024
345,KTM MOTORRAD AG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2W,2024
346,KYTE ENERGY PVT. LTD.,50.0,30.0,24.0,24.0,44.0,37.0,29.0,29.0,49.0,24.0,40.0,28.0,408.0,2W,2024
347,LECTRIX E VEHICLES PVT LTD,507.0,355.0,671.0,122.0,210.0,397.0,371.0,242.0,292.0,535.0,991.0,562.0,0.0,2W,2024
348,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2W,2024
349,LORDS AUTOMATIVE PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,2W,2024
350,MAC INTERNATIONAL (IMPORTER:HONESTY),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
351,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),0.0,8.0,7.0,4.0,1.0,3.0,4.0,3.0,0.0,4.0,6.0,5.0,45.0,2W,2024
352,MAC INTERNATIONAL (IMPORTER: SUNDAK SOLAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2W,2024
353,MAHINDRA ELECTRIC MOBILITY LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
354,MAHINDRA & MAHINDRA LIMITED,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2W,2024
355,MARUTHISAN PVT LTD,18.0,18.0,21.0,4.0,10.0,15.0,4.0,5.0,9.0,5.0,7.0,27.0,143.0,2W,2024
356,MARUTI SUZUKI INDIA LTD,1.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2W,2024
357,MATTER MOTOR WORKS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,24.0,2W,2024
358,MAULIRAJ INDUSTRIES LLP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
359,MECPOWER MOBILITY PVT. LTD.,14.0,1.0,37.0,13.0,19.0,22.0,45.0,28.0,9.0,4.0,41.0,7.0,240.0,2W,2024
360,MERCURY EV TECH LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2W,2024
361,MEW ELECTRICALS LIMITED,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2W,2024
362,MICROAUTOTECH PVT. LTD.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2W,2024
363,MIRAKLE 5 AUTOMOBILES PVT LTD,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,17.0,2W,2024
364,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),7.0,9.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,31.0,2W,2024
365,MOTOVOLT MOBILITY PVT LTD,0.0,0.0,3.0,4.0,3.0,0.0,3.0,95.0,54.0,49.0,48.0,51.0,310.0,2W,2024
366,NANJING VMOTO (IMPORTER: FORTUNEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2W,2024
367,NDS ECO MOTORS PVT LTD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,13.0,2W,2024
368,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),13.0,10.0,9.0,17.0,9.0,12.0,13.0,20.0,11.0,10.0,12.0,7.0,143.0,2W,2024
369,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),0.0,1.0,6.0,6.0,4.0,6.0,5.0,3.0,4.0,4.0,6.0,1.0,46.0,2W,2024
370,NISIKI TECHNOLOGIES PVT LTD,2.0,10.0,5.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,28.0,2W,2024
371,NUMEROS MOTORS PVT LTD,18.0,2.0,31.0,24.0,19.0,2.0,53.0,9.0,3.0,114.0,5.0,2.0,282.0,2W,2024
372,OBEN ELECTRIC VEHICLES PVT LTD,0.0,0.0,28.0,30.0,31.0,43.0,75.0,120.0,56.0,139.0,52.0,60.0,634.0,2W,2024
373,ODYSSE ELECTRIC VEHICLES PVT LTD,12.0,5.0,86.0,127.0,104.0,97.0,83.0,100.0,208.0,300.0,62.0,350.0,0.0,2W,2024
374,OKAYA EV PVT LTD,581.0,657.0,0.0,373.0,521.0,519.0,468.0,410.0,316.0,318.0,502.0,206.0,0.0,2W,2024
375,OKINAWA AUTOTECH PVT LTD,683.0,660.0,680.0,593.0,491.0,374.0,374.0,203.0,146.0,232.0,235.0,184.0,0.0,2W,2024
376,OLA ELECTRIC TECHNOLOGIES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
377,OMJAY EV LIMITED,2.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,2W,2024
378,OTHERS,39.0,33.0,31.0,25.0,22.0,35.0,30.0,14.0,9.0,4.0,13.0,15.0,270.0,2W,2024
379,OZOTEC AUTOMOBILE PRIVATE LIMITED,15.0,9.0,6.0,13.0,9.0,5.0,5.0,6.0,5.0,7.0,17.0,6.0,103.0,2W,2024
380,PIAGGIO VEHICLES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
381,POLARIS INDIA PVT LTD,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,16.0,2W,2024
382,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),8.0,20.0,15.0,3.0,15.0,11.0,16.0,7.0,4.0,1.0,2.0,4.0,106.0,2W,2024
383,PORWAL ELECTRIC,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,2W,2024
384,PUR ENERGY PVT LTD,620.0,498.0,461.0,376.0,432.0,339.0,390.0,291.0,277.0,335.0,432.0,0.0,0.0,2W,2024
385,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),51.0,51.0,55.0,65.0,46.0,68.0,72.0,53.0,50.0,67.0,48.0,58.0,684.0,2W,2024
386,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),21.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,2W,2024
387,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),3.0,3.0,8.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,28.0,2W,2024
388,QUANTUM ENERGY LTD.,383.0,445.0,370.0,426.0,523.0,675.0,645.0,359.0,336.0,516.0,379.0,555.0,0.0,2W,2024
389,REGENERATION E BIKES,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,2W,2024
390,REVOLT INTELLICORP PVT LTD,533.0,480.0,595.0,746.0,687.0,660.0,871.0,724.0,705.0,955.0,0.0,997.0,0.0,2W,2024
391,RGM BUSINESS PLUS PVT LTD,35.0,28.0,50.0,27.0,9.0,14.0,12.0,17.0,27.0,10.0,9.0,10.0,248.0,2W,2024
392,RIVER MOBILITY PVT LTD,43.0,84.0,167.0,245.0,167.0,200.0,222.0,280.0,302.0,370.0,240.0,195.0,0.0,2W,2024
393,ROWWET MOBILITY PVT LTD,21.0,31.0,59.0,81.0,23.0,31.0,12.0,9.0,15.0,16.0,14.0,19.0,331.0,2W,2024
394,ROYAL AUTOMOBILES,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
395,ROYAL-ENFIELD (UNIT OF EICHER LTD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
396,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2W,2024
397,SBTEK E MOTO PVT LTD,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,2W,2024
398,SEEKA E MOTORS PVT LTD,2.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,15.0,2W,2024
399,SHEMA E- VEHCILE & SOLAR PVT LTD,0.0,0.0,749.0,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
400,SIMPLEENERGY PVT LTD,35.0,132.0,192.0,50.0,73.0,53.0,40.0,19.0,107.0,333.0,237.0,148.0,0.0,2W,2024
401,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,8.0,2W,2024
402,SMARDA INDUSTRY (IMPORTER: RHYNO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,2W,2024
403,SOKUDO ELECTRIC INDIA PVT LTD,22.0,34.0,46.0,22.0,35.0,27.0,45.0,77.0,23.0,29.0,16.0,42.0,418.0,2W,2024
404,SRIVARU MOTORS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2W,2024
405,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
406,SUPERECO AUTOMOTIVE CO,4.0,0.0,1.0,6.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,20.0,2W,2024
407,SUPERTECH EV LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2W,2024
408,SUZUKI MOTORCYCLE INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
409,TATA MOTORS PASSENGER VEHICLES LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2W,2024
410,THUKRAL ELECTRIC BIKES PVT LTD,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,11.0,2W,2024
411,TORK MOTORS PVT LTD,221.0,144.0,378.0,79.0,48.0,42.0,19.0,9.0,2.0,1.0,0.0,0.0,943.0,2W,2024
412,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,58.0,65.0,95.0,85.0,111.0,82.0,105.0,100.0,86.0,121.0,90.0,74.0,0.0,2W,2024
413,TUNWAL E MOTORS PVT LTD,6.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2W,2024
414,TVS MOTOR COMPANY LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2W,2024
415,TYST DRIVE INDIA PVT LTD,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2W,2024
416,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,13.0,30.0,9.0,8.0,18.0,37.0,50.0,48.0,52.0,51.0,29.0,63.0,408.0,2W,2024
417,VELOCIFERO (IMPORTER: KAWVELOCE MOTORS PVT LTD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2W,2024
418,VINTAGE VEHICLES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
419,WARDWIZARD INNOVATIONS & MOBILITY LIMITED,977.0,842.0,0.0,0.0,0.0,901.0,853.0,734.0,648.0,703.0,981.0,786.0,0.0,2W,2024
420,WARIVO MOTOR INDIA PVT LTD,0.0,3.0,4.0,6.0,6.0,3.0,1.0,0.0,2.0,2.0,51.0,40.0,118.0,2W,2024
421,WHITE CARBON MOTORS PVT LTD,5.0,1.0,2.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,22.0,2W,2024
422,WUXI DONGMA (IMPORTER: DYNAM PRECISION),1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2W,2024
423,WUXI JIYAYI (IMPORTER: IZANAU ELECTRIC LLP),9.0,10.0,13.0,13.0,7.0,6.0,5.0,5.0,8.0,13.0,6.0,4.0,99.0,2W,2024
424,WUXI MAYA (IMPORTER: DYNAMO ELECTRIC P. LTD.),3.0,16.0,37.0,0.0,3.0,4.0,0.0,9.0,9.0,6.0,7.0,1.0,95.0,2W,2024
425,WUXI NOOMA (IMPORTER: KKL HITECH EV),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2W,2024
426,WUXI NOOMA (IMPORTER: SMARTNK  ELECTRIC VEHICLE),1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,8.0,2W,2024
427,WUXI SAIGE ELECTRIC (IMPORTER: DELTA AUTOCORP LLP),25.0,22.0,19.0,13.0,7.0,10.0,12.0,8.0,5.0,2.0,7.0,3.0,133.0,2W,2024
428,WUXI SAIGE ELECTRIC (IMPORTER: GLORIOUS DIGITAL),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2W,2024
429,WUXI SAIGE (IMPORTER: DM GREEN ENERGY),1.0,4.0,3.0,0.0,3.0,7.0,2.0,3.0,1.0,3.0,6.0,1.0,34.0,2W,2024
430,WUXI SAIGE (IMPORTER: ELECTRO-TECH),1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2W,2024
431,WUXI SAIGE (IMPORTER: E-VISHWA ELECTOBIKE),1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2W,2024
432,WUXI SAIGE (IMPORTER: KKL HITECH EV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2W,2024
433,WUXI SAIGE (IMPORTER: NGAGE IMPEX),0.0,0.0,2.0,4.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,16.0,2W,2024
434,WUXI SAIGE (IMPORTER: WARIVO MOTOR),270.0,0.0,0.0,0.0,0.0,4.0,7.0,17.0,10.0,5.0,5.0,14.0,332.0,2W,2024
435,WUXI SAIGE (IMPORTER: ZELIO AUTO PVT.LTD.),3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,26.0,2W,2024
436,WUXI SHENGBAO (IMPORTER:ELECTRIC ONE ENERGY),3.0,7.0,5.0,13.0,8.0,4.0,5.0,6.0,9.0,7.0,3.0,4.0,74.0,2W,2024
437,WUXI SHENGBAO (IMPORTER:SHEMA E-VEHICLE),0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,2.0,2.0,0.0,0.0,52.0,2W,2024
438,WUXI TENGHUI (IMPORTER: BOHRE ELECTRIC),1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2W,2024
439,WUXI TENGHUI (IMPORTER: FEZORA INDIA),3.0,6.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,21.0,2W,2024
440,WUXI TENGHUI (IMPORTER: FLYCON MOTORS),32.0,24.0,21.0,28.0,21.0,15.0,15.0,6.0,6.0,13.0,17.0,13.0,211.0,2W,2024
441,WUXI TENGHUI (IMPORTER: FRANKLIN EV INDIA),0.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,8.0,7.0,3.0,2.0,31.0,2W,2024
442,WUXI TENGHUI (IMPORTER: HOP ELECTRIC MOBILITY),26.0,31.0,25.0,39.0,11.0,24.0,12.0,6.0,4.0,4.0,9.0,7.0,198.0,2W,2024
