sl_no,manufacturer,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,vehicle_type,year
1987,MAC AUTO INDIA,49.0,108.0,18.0,16.0,142.0,53.0,8.0,25.0,28.0,16.0,78.0,120.0,661.0,3W,2024
1988,MAC INTERNATIONAL (IMPORTER:HONESTY),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
1989,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),0.0,8.0,7.0,4.0,1.0,3.0,4.0,3.0,0.0,4.0,6.0,5.0,45.0,3W,2024
1990,MAC INTERNATIONAL (IMPORTER: SUNDAK SOLAR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3W,2024
1991,MACNEILL ENGINEERING LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3W,2024
1992,MACONS EQUIPMENTS PVT LTD,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3W,2024
1993,MADHU AUTOMOBILES LTD,3.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,3W,2024
1994,MAHABIR INDUSTRIES,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3W,2024
1995,MAHAK TEEN UDYOG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,28.0,32.0,41.0,120.0,3W,2024
1996,MAHALAXMI INDUSTRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3W,2024
1997,MAHAVIR AGRO EQUIPMENTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3W,2024
1998,MAHAVIR TRACTOR AND IMPLEMENTS,1.0,0.0,0.0,0.0,0.0,0.0,41.0,54.0,47.0,83.0,110.0,72.0,408.0,3W,2024
1999,MAHESH ENGINEERING WORKS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2000,MAHI ENTERPRISES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2001,MAHINDRA DEFENCE SYSTEMS LTD,1.0,6.0,0.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,19.0,3W,2024
2002,MAHINDRA ELECTRIC MOBILITY LIMITED,14.0,13.0,13.0,7.0,3.0,10.0,3.0,4.0,2.0,5.0,3.0,6.0,83.0,3W,2024
2003,MAHINDRA GUJARAT TRACTOR LIMITED,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2004,MAHINDRA LAST MILE MOBILITY LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2005,MAHINDRA & MAHINDRA LIMITED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2006,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2007,MAHINDRA & MAHINDRA LIMITED (TRACTOR),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2008,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,13.0,24.0,9.0,8.0,19.0,13.0,12.0,13.0,21.0,41.0,22.0,17.0,212.0,3W,2024
2009,MAHTAB BODY MAKER,100.0,93.0,88.0,81.0,62.0,71.0,84.0,92.0,97.0,93.0,87.0,59.0,0.0,3W,2024
2010,MALAK TECHNO PVT LTD,16.0,11.0,7.0,3.0,4.0,7.0,2.0,5.0,3.0,8.0,3.0,3.0,72.0,3W,2024
2011,MALI ENTERPRISES PVT LTD,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,9.0,8.0,3.0,32.0,3W,2024
2012,MALKIT AGRO TECH PVT. LTD,49.0,84.0,124.0,75.0,41.0,26.0,29.0,52.0,62.0,52.0,76.0,45.0,715.0,3W,2024
2013,MANDEEP ENGINEERING WORKS,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3W,2024
2014,MANIRAM ELECTRIC VEHICLE PVT LTD,86.0,112.0,103.0,120.0,118.0,90.0,120.0,108.0,123.0,107.0,87.0,83.0,0.0,3W,2024
2015,MANISH EV INTERNATIONAL PRIVATE LIMITED,53.0,39.0,19.0,22.0,21.0,13.0,24.0,17.0,15.0,10.0,9.0,15.0,257.0,3W,2024
2016,MANITA CITY MOTORS LLP,177.0,156.0,164.0,151.0,196.0,211.0,192.0,268.0,234.0,199.0,225.0,191.0,0.0,3W,2024
2017,MANITOU EQUIPMENT INDIA PVT LTD,42.0,55.0,62.0,50.0,55.0,33.0,35.0,41.0,48.0,43.0,44.0,38.0,546.0,3W,2024
2018,MANKU AGRO TECH PVT LTD,122.0,254.0,335.0,146.0,154.0,57.0,63.0,90.0,132.0,139.0,154.0,136.0,0.0,3W,2024
2019,MANKU AGRO TECH. PVT. LTD.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3W,2024
2020,MANMOHAN KAUR,19.0,13.0,7.0,11.0,11.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,78.0,3W,2024
2021,MANOJ ENGINEERING WORKS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,3W,2024
2022,MANPREET AGRO INDUSTRIES,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,3W,2024
2023,MAN TRUCKS INDIA PVT. LTD.,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2024,MARATHWADA QUALITY TRAILER,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,18.0,3W,2024
2025,MARCEL BOSCHUNG (IMPORTER:KAM-AVIDA ENVIRO),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3W,2024
2026,MARKUS,5.0,6.0,4.0,12.0,0.0,5.0,2.0,1.0,8.0,5.0,4.0,3.0,55.0,3W,2024
2027,MARSHAL MOTORS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2028,MARTHWADA TRALIOR,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3W,2024
2029,MARUTHISAN PVT LTD,18.0,18.0,21.0,4.0,10.0,15.0,4.0,5.0,9.0,5.0,7.0,27.0,143.0,3W,2024
2030,MARUTI BHIWANI E AUTOMOBILES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,10.0,13.0,31.0,3W,2024
2031,MARUTI INDUSTRIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,5.0,3W,2024
2032,MARUTI SUZUKI INDIA LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2033,MARUTI UDYOG LTD,27.0,38.0,28.0,29.0,19.0,25.0,12.0,7.0,3.0,12.0,5.0,3.0,208.0,3W,2024
2034,MASERATI S.P.A,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,16.0,3W,2024
2035,MASTO INDUSTRIES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,0.0,3.0,15.0,3W,2024
2036,MATHARU ENGINEERING AGRI WORKS,7.0,8.0,5.0,5.0,2.0,3.0,0.0,1.0,4.0,4.0,1.0,2.0,42.0,3W,2024
2037,MATHARU ENGINEERING WORKS,0.0,4.0,6.0,3.0,0.0,0.0,2.0,4.0,6.0,5.0,1.0,0.0,31.0,3W,2024
2038,MATTER MOTOR WORKS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,24.0,3W,2024
2039,MAULIRAJ INDUSTRIES LLP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2040,MAURYA MOTORS PVT LTD,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2041,MAYUR ENGINEERING MAYURBHANJ BARIPADA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3W,2024
2042,"MAYUR ENTERPRISES,BARIPADA",5.0,4.0,7.0,4.0,2.0,0.0,8.0,3.0,1.0,6.0,2.0,0.0,42.0,3W,2024
2043,MB AGRO INDUSTRIES,11.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,22.0,3W,2024
2044,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),1.0,1.0,2.0,0.0,2.0,1.0,4.0,0.0,1.0,3.0,3.0,1.0,19.0,3W,2024
2045,MD RASUL ENGG WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2046,MECPOWER MOBILITY PVT. LTD.,14.0,1.0,37.0,13.0,19.0,22.0,45.0,28.0,9.0,4.0,41.0,7.0,240.0,3W,2024
2047,MEHAR AGRO ENGINEERING,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2048,MERCEDES -BENZ AG,130.0,97.0,120.0,182.0,109.0,89.0,79.0,88.0,154.0,158.0,129.0,123.0,0.0,3W,2024
2049,MERCEDES-BENZ INDIA PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2050,MERCURY EV TECH LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,2.0,10.0,3W,2024
2051,METAL PRESSING & ENGG WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3W,2024
2052,MEW ELECTRICALS LIMITED,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,3W,2024
2053,M G INDUSTRIES,5.0,18.0,12.0,3.0,3.0,6.0,6.0,2.0,0.0,9.0,4.0,1.0,69.0,3W,2024
2054,M H AGRICULTURE WORKS,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,19.0,3W,2024
2055,MICROAUTOTECH PVT. LTD.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3W,2024
2056,MILLENNIAL MOTORS LLP,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3W,2024
2057,MINI METRO EV L.L.P,0.0,0.0,0.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3W,2024
2058,MIRAKLE 5 AUTOMOBILES PVT LTD,3.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,17.0,3W,2024
2059,MITSUBISHI MOTORS CORPORATION,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2060,M K BROTHERS,2.0,0.0,0.0,1.0,6.0,0.0,5.0,6.0,11.0,5.0,15.0,6.0,57.0,3W,2024
2061,M.K. ENTERPRISES,88.0,92.0,72.0,97.0,106.0,86.0,107.0,112.0,112.0,97.0,121.0,99.0,0.0,3W,2024
2062,MK POWER AND E MOBILITY,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3W,2024
2063,MLR AUTO LTD,219.0,268.0,429.0,336.0,392.0,466.0,502.0,478.0,536.0,680.0,592.0,438.0,0.0,3W,2024
2064,MODERN  AGRO  INDUSTRIES,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2065,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),7.0,9.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,31.0,3W,2024
2066,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,3W,2024
2067,MOHAN GENERAL TRADING COMPANY,3.0,0.0,2.0,4.0,2.0,11.0,9.0,3.0,2.0,3.0,2.0,1.0,42.0,3W,2024
2068,MOMU AUTOMOTIVE,0.0,0.0,29.0,29.0,44.0,54.0,51.0,34.0,55.0,35.0,27.0,54.0,412.0,3W,2024
2069,MONA GREEN AUTOMOBILES PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,11.0,2.0,7.0,34.0,3W,2024
2070,MONDAL ENGINEERING WORKSHOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3W,2024
2071,MONDAL TRADING,2.0,10.0,8.0,4.0,3.0,2.0,9.0,16.0,42.0,19.0,25.0,23.0,163.0,3W,2024
2072,MOON AGRICULTURE & FABRICATION WORKS,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2073,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,10.0,11.0,53.0,3W,2024
2074,MORRIS MOTORS LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3W,2024
2075,MOTOVOLT MOBILITY PVT LTD,0.0,0.0,3.0,4.0,3.0,0.0,3.0,95.0,54.0,49.0,48.0,51.0,310.0,3W,2024
2076,MOVE STONE SERVICES PVT LTD,263.0,296.0,341.0,241.0,313.0,311.0,464.0,528.0,448.0,404.0,337.0,287.0,0.0,3W,2024
2077,M S AGRO INDUSTRIES,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,10.0,3W,2024
2078,"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",5.0,4.0,9.0,12.0,10.0,5.0,4.0,3.0,1.0,2.0,1.0,2.0,58.0,3W,2024
2079,"M/S AKRITI,BAMRA",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2080,MS ANUP ENTERPRISES TRAILER SNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,3W,2024
2081,M/S ASHOKA INDUSTRIES,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3W,2024
2082,M/S BHARAT TRAILER AND AGRO WORKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3W,2024
2083,M/S BHARAT TRAILERS,9.0,12.0,20.0,21.0,18.0,30.0,14.0,3.0,15.0,10.0,4.0,0.0,156.0,3W,2024
2084,M/S DAS ENGINEERING WORKSHOP,0.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,3W,2024
2085,"M/S FARMAX EQUIPMENTS, SAMBALPUR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3W,2024
2086,M/S HARITKRANTI AGRO UDYOG,4.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,27.0,3W,2024
2087,M/S HOTA AGRO (TRAILER),0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3W,2024
2088,M/S JAVED STEEL INDUSTRIES,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,3W,2024
2089,M/S J.K. ENGINEERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2090,M/S KANTAK SYSTEMS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2091,M/S KASTKAR AGRO INDUSTRIES,12.0,10.0,23.0,4.0,11.0,8.0,15.0,6.0,5.0,17.0,12.0,15.0,138.0,3W,2024
2092,M/S K.G.N ENGINEERING TRAILER WORKS AP312711345,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2093,M/S KISHAN TRACTOR,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2094,M/S K K AGRO INDUSTRIES,1.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,11.0,3W,2024
2095,M/S LAKSHMI ENGINEERING WORKS,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2096,M/S LOHIYA AGRO INDUSTRIES,1.0,2.0,7.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,3W,2024
2097,M/S MAA MANGALA INDUSTRIES,8.0,14.0,8.0,14.0,8.0,7.0,3.0,6.0,5.0,7.0,6.0,7.0,93.0,3W,2024
2098,M/S MAA MOTORS WORKS,2.0,32.0,8.0,4.0,7.0,7.0,0.0,0.0,6.0,4.0,6.0,17.0,93.0,3W,2024
2099,M/S MAA MOTORS WORKSHOP,0.0,31.0,24.0,4.0,7.0,4.0,0.0,7.0,5.0,4.0,7.0,5.0,98.0,3W,2024
2100,M/S NANDI ENGINEERING WORKS,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3W,2024
2101,M/S NATIONAL STEEL AND WIRE PRODUCTS SAMBALPUR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2102,M/S NEW SHETKARI ENGINEERING WORK,7.0,15.0,4.0,7.0,1.0,4.0,3.0,4.0,4.0,3.0,9.0,5.0,66.0,3W,2024
2103,M/S NEW SHIV SHAKTI TRAILORS,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,1.0,22.0,3W,2024
2104,M/S. PALLAVI INDUSTRIES,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3W,2024
2105,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,3W,2024
2106,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",3.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,3W,2024
2107,"M/S PERFECT TECHNOCRAFTS & ENGINEERING,KENDRAPARA",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2108,M/S RAM AGRO MACHINARY,3.0,1.0,2.0,9.0,4.0,7.0,4.0,2.0,1.0,3.0,1.0,2.0,39.0,3W,2024
2109,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,5.0,13.0,3W,2024
2110,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3W,2024
2111,M/S SAI AUTO ENGINEERING WORKS,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2112,M/S SARANGI MOTROS,18.0,24.0,19.0,15.0,9.0,7.0,2.0,9.0,12.0,3.0,2.0,2.0,122.0,3W,2024
2113,M/S SARMA ENGINEERING WORKS,0.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,3W,2024
2114,M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,104.0,91.0,107.0,102.0,113.0,86.0,76.0,85.0,53.0,97.0,61.0,121.0,0.0,3W,2024
2115,M/S-SHRADHA INDUSTRIES,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,3W,2024
2116,M/S SHREE SHYAM AGRO PRODUCTS,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2117,M/S SHRI DATTA WELDING WORKS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2118,M/S SHRIRAM AUTO TECH PVT LTD,313.0,255.0,238.0,186.0,293.0,249.0,273.0,231.0,225.0,286.0,305.0,220.0,0.0,3W,2024
2119,M/S SREE SARAVANABAVA AGRO INDUSTRIES AP313373321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2120,"M/S. S. R. ENTERPRISES,JAIPATNA",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2121,M/S SRI LAKSHMI VENKATESWARA ENGG WORKS AP29070732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2122,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,10.0,12.0,39.0,3W,2024
2123,M/S SRI VENKATA SIVA SAI AGRO IND AP178393275,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2124,M/S SRI VENKATESWARA ENGINEERING WORKS AP67321364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2125,M/S S.S. AGRO INDUSTRIES,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2126,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",4.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,18.0,3W,2024
2127,M/S SUPERIOR MANUFACTURING COMPANY,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,7.0,2.0,4.0,39.0,3W,2024
2128,"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3W,2024
2129,M/S VISHNU CLEAN ENERGY VEHICLES LLP,1.0,4.0,2.0,1.0,29.0,1.0,1.0,0.0,56.0,1.0,3.0,1.0,100.0,3W,2024
2130,M/S YOGIRAJ ENGINEERING COMPANY,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2131,MUNDE MECHANICAL WORKS,7.0,9.0,6.0,8.0,12.0,10.0,7.0,7.0,9.0,8.0,7.0,5.0,95.0,3W,2024
2132,MVM MOTORS PRIVATE LIMITED,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3W,2024
2133,MYTRAH MOBILITY PVT LTD,34.0,19.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3W,2024
2134,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,435.0,374.0,540.0,368.0,367.0,365.0,319.0,353.0,368.0,358.0,378.0,222.0,0.0,3W,2024
2135,NABINA WELDING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3W,2024
2136,NABINA WELDING BHANJANAGAR BYPASS ROAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3W,2024
2137,"NAIK TROLLEY AND IMPL,SNG",134.0,146.0,60.0,66.0,67.0,36.0,43.0,22.0,30.0,17.0,26.0,51.0,698.0,3W,2024
2138,"NAIK TROLLEY&IMPLS,BHEDABAHAL",1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,3W,2024
2139,NAMAH INDUSTRIES PVT LTD,7.0,12.0,13.0,14.0,36.0,30.0,39.0,53.0,49.0,51.0,37.0,39.0,380.0,3W,2024
2140,NANJING VMOTO (IMPORTER: FORTUNEV),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3W,2024
2141,NARAINDASS AND SONS,0.0,0.0,0.0,0.0,0.0,3.0,8.0,2.0,0.0,1.0,0.0,2.0,16.0,3W,2024
2142,NARINDERA AGRO WORKS,5.0,1.0,2.0,6.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,24.0,3W,2024
2143,NATH AGRO IMPLEMENTS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3W,2024
2144,NATIONAL ENGG WORKS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3W,2024
2145,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3W,2024
2146,NAVDURGA TRAILERS,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3W,2024
2147,NAZAR SINGH & SONS,5.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,34.0,3W,2024
2148,NDS ECO MOTORS PVT LTD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,13.0,3W,2024
2149,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,64.0,44.0,60.0,39.0,49.0,50.0,46.0,59.0,72.0,41.0,80.0,33.0,637.0,3W,2024
2150,NEELAM CYCLE,3.0,4.0,2.0,3.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,23.0,3W,2024
2151,NEERAJ MOTORS PVT LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,8.0,25.0,3W,2024
2152,NEUON MOTORS LLP,7.0,17.0,7.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,23.0,22.0,111.0,3W,2024
2153,NEW ARCANA INDIA,87.0,58.0,63.0,92.0,73.0,48.0,102.0,92.0,105.0,86.0,68.0,97.0,971.0,3W,2024
2154,NEW CHAWLA INDUSTRIES,0.0,0.0,0.0,6.0,29.0,9.0,21.0,8.0,26.0,20.0,13.0,41.0,173.0,3W,2024
2155,NEW DEVE AGRO WORKS,1.0,5.0,8.0,3.0,0.0,1.0,4.0,2.0,5.0,0.0,3.0,3.0,35.0,3W,2024
