sl.no,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,     TOTAL     ,vehicle_type,year
2810,YAARI AUTOMOBILES PVT LTD,8,11,10,4,24,6,15,11,15,9,7,68,188,3W,2024
2811,YADEA TECHNOLOGY (IMPORTER: YULU BIKES),0,0,0,0,0,0,0,0,0,0,0,11,11,3W,2024
2812,YAGYAPRIYAA CONSTRUCTION EQUIPMENT INDIA PVT LTD,0,1,0,1,0,0,4,3,0,0,1,0,10,3W,2024
2813,YANGGUANG LINGMU (IMPORTER: DAWNGATE BUSINESS),1,0,0,0,0,0,0,0,0,0,0,0,1,3W,2024
2814,YANGGUANG LINGMU (IMPORTER: ECOINDIA),0,0,0,0,1,0,0,0,0,0,0,0,1,3W,2024
2815,YANGGUANG LINGMU (IMPORTER: FLYCON MOTORS),31,12,12,17,9,7,7,6,1,2,9,6,119,3W,2024
2816,YANGGUANG LINGMU (IMPORTER: REMARK ELECTRIC),4,1,3,1,1,1,2,0,0,0,0,0,13,3W,2024
2817,YANGGUANG LINGMU (IMPORTER: XWLS ELECTRIC),2,2,5,0,2,2,0,0,0,0,0,0,13,3W,2024
2818,YASH AGRO ENGINEERING WORKS,0,0,0,0,1,2,1,1,0,0,4,0,9,3W,2024
2819,YC ELECTRIC VEHICLE,"3,375","3,356","3,319","2,939","3,779","3,355","3,856","3,793","3,827","4,601","3,977","3,800","43,977",3W,2024
2820,YESH TRAILER,0,0,0,0,0,0,0,0,0,0,0,1,1,3W,2024
2821,YOUYAKU ELECTRIC (IMPORTER: HOUSTAN INNOVATION),30,17,20,7,12,13,10,18,12,4,10,25,178,3W,2024
2822,YOUYAKU ELECTRIC (IMPORTER:IME VEHICLES PVT LTD),39,48,66,15,25,19,17,18,3,10,5,1,266,3W,2024
2823,YOUYAKU ELECTRIC (IMPORTER:KRISHIKA EV INDIA),3,10,5,1,1,1,2,0,0,3,0,0,26,3W,2024
2824,YOUYAKU ELECTRIC (IMPORTER:NEWTRON ELECTRIC),14,7,11,11,10,7,6,1,5,4,1,0,77,3W,2024
2825,YOUYAKU ELECTRIC (IMPORTER:ONZO EV),3,2,11,7,2,10,2,1,1,0,1,6,46,3W,2024
2826,YOUYAKU ELECTRIC (IMPORTER: SASDAL ENTERPRISES),34,21,12,11,6,11,3,6,5,11,5,2,127,3W,2024
2827,YOUYAKU ELECTRIC (IMPORTER: SHEMA E-VEHICLE),0,0,1,0,1,1,0,1,10,1,0,0,15,3W,2024
2828,YOUYAKU ELECTRIC (IMPORTER: SMOBILITY EV),0,0,1,0,0,27,8,7,0,6,12,11,72,3W,2024
2829,YOUYAKU ELECTRIC (IMPORTER: TVISI ELECTRIC),1,0,2,1,0,3,4,7,0,0,1,0,19,3W,2024
2830,YUVRAJ INTERNATIONAL,0,0,0,0,0,0,0,0,0,1,2,2,5,3W,2024
2831,ZAP (HK) (IMPORTER: IZANAU ELECTRIC),8,6,3,5,9,7,10,3,7,5,5,1,69,3W,2024
2832,ZAP (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),1,2,2,1,0,1,0,0,1,0,0,0,8,3W,2024
2833,ZELIO AUTO PVT LTD,0,0,0,0,0,0,0,1,0,6,14,24,45,3W,2024
2834,ZENIAK INNOVATION INDIA LTD,251,289,252,271,291,418,828,669,838,752,672,"1,013","6,544",3W,2024
2835,ZENMO PRIVATE LIMITED,0,0,0,63,191,100,90,52,101,160,7,238,"1,002",3W,2024
2836,ZENTHIUM EV PVT LTD,103,110,115,67,60,71,85,71,85,109,148,132,"1,156",3W,2024
2837,ZEOPLUS AXIS INDIA PVT. LTD.,444,394,478,418,545,540,676,667,657,660,627,621,"6,727",3W,2024
2838,ZERO 21 RENEWABLE ENERGY SOLUTIONS PVT LTD,3,12,9,2,17,8,4,6,4,7,7,0,79,3W,2024
2839,ZESAR MOTORS PVT LTD,7,0,1,1,4,6,0,5,32,17,3,2,78,3W,2024
2840,ZHEJIANG CFMOTO (IMPORTER: ADISHWAR AUTO),3,2,5,6,0,0,4,2,4,2,3,0,31,3W,2024
2841,ZHEJIANG CHANGLING (IMPORTER: ADISHWAR AUTO),17,15,8,17,7,11,16,7,5,11,12,9,135,3W,2024
2842,ZHEJIANG LUYUAN (IMPORTER: DYNAM EV TECH),0,3,1,2,0,2,1,1,1,2,1,2,16,3W,2024
2843,ZHEJIANG MORNI (IMPORTER: ADISHWAR AUTO),1,1,2,2,4,2,7,6,3,2,8,0,38,3W,2024
2844,ZHEJIANG QIANJIANG (IMPORTER: ADISHWAR AUTO),12,16,21,16,19,19,18,19,24,38,20,18,240,3W,2024
2845,ZHEJIANG TIANYING  (IMPORTER: NEWTRON ELECTRIC),3,0,2,0,1,0,0,0,1,0,0,0,7,3W,2024
2846,ZHONGHUALONG (IMPORTER: POWORO PVT LTD),0,0,0,11,11,18,12,9,20,13,14,16,124,3W,2024
2847,ZHONGXING (IMPORTER:GREENO AUTOMOBILE),1,2,2,0,0,0,0,1,2,1,0,0,9,3W,2024
2848,ZOHAN TRADERS AND BIG METRO,9,6,15,11,6,5,18,15,29,31,16,22,183,3W,2024
2849,ZOOMLION INDIA PVT LTD,10,16,16,14,12,16,19,6,8,17,16,13,163,3W,2024
2850,ZUBEDA TROLLY REPAIRING WORKS,0,2,0,2,15,10,4,1,1,1,0,0,36,3W,2024
2851,                      Maker                       ,Month Wise ,,,,,,,,     TOTAL     ,,,,,3W,2025
2852,,,,,,,,,,,,,,,3W,2025
2853,,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,,,,,,3W,2025
2854,3EV INDUSTRIES PVT LTD,130,71,0,0,0,232,1,67,501,,,,,3W,2025
2855,3S INDUSTRIES PRIVATE LIMITED,155,106,105,186,142,129,107,21,951,,,,,3W,2025
2856,AADHYA ENTERPRISES,36,21,27,28,27,30,22,7,198,,,,,3W,2025
2857,AADITYA GARBAGE PRODUCTS PVT LTD,0,0,0,2,0,0,4,0,6,,,,,3W,2025
2858,AAHANA COMMERCE PVT LTD,391,385,401,421,483,517,601,144,"3,343",,,,,3W,2025
2859,AAKK AUTO PVT LTD,15,4,3,24,9,7,7,7,76,,,,,3W,2025
2860,AARON INDUSTRIES,4,1,0,0,4,1,1,0,11,,,,,3W,2025
2861,ACCRETION POWER AUTOS,38,25,52,43,46,20,29,3,256,,,,,3W,2025
2862,ADAPT MOTORS PVT LTD,0,0,0,1,0,0,0,0,1,,,,,3W,2025
2863,ADIDEV TECHNOA PVT LTD,106,102,112,172,181,178,169,55,"1,075",,,,,3W,2025
2864,ADITYA SAI INDUSTRIES,9,4,20,76,71,33,19,4,236,,,,,3W,2025
2865,ADM TECHNOLOGIES PVT. LTD.,39,24,6,5,3,3,4,2,86,,,,,3W,2025
2866,AERODRIVE PVT LTD,11,9,69,17,12,22,10,10,160,,,,,3W,2025
2867,AFKON AUTOMOTIVES PVT LTD,44,68,45,95,94,78,61,9,494,,,,,3W,2025
2868,AGI AUTO INDUSTRIES,0,0,0,0,0,1,4,0,5,,,,,3W,2025
2869,AJAY MOTORS PRIVATE LIMITED,25,36,16,20,14,17,13,5,146,,,,,3W,2025
2870,A.J ENTERPRISES,16,14,20,17,23,17,15,7,129,,,,,3W,2025
2871,A K AUTTO ELECTRICAL,2,0,0,0,0,0,0,0,2,,,,,3W,2025
2872,AKG INTERNATIONAL,169,148,152,210,257,197,214,86,"1,433",,,,,3W,2025
2873,A K GUPTA & CO.,87,119,96,81,42,59,26,33,543,,,,,3W,2025
2874,ALBEDO VISION PVT LTD,0,0,0,1,0,0,0,0,1,,,,,3W,2025
2875,ALIED E MOBILITY PVT LTD,15,15,6,30,42,37,19,7,171,,,,,3W,2025
2876,ALLENTTI MOTORS PVT LTD,17,14,15,11,10,3,0,0,70,,,,,3W,2025
2877,ALLFINE INDUSTRIES PVT LTD,202,136,190,197,130,203,220,54,"1,332",,,,,3W,2025
2878,ALTIER ELECTRIC VEHICLES PVT LTD,218,146,194,205,230,164,225,60,"1,442",,,,,3W,2025
2879,ALTIGREEN PROPULSION LABS PVT LTD,10,16,18,2,0,0,3,0,49,,,,,3W,2025
2880,ALTIUS TECHNOLOGIES,2,3,1,0,1,2,2,0,11,,,,,3W,2025
2881,ALVI AUTO,13,10,25,24,23,13,28,10,146,,,,,3W,2025
2882,AMAN AUTOMOBILES,0,0,3,1,1,0,1,2,8,,,,,3W,2025
2883,AMAN ELECTRIC VEHICLES,53,33,28,46,50,55,46,10,321,,,,,3W,2025
2884,AMBIKA ENTERPRISES,16,10,20,8,16,15,35,3,123,,,,,3W,2025
2885,AMBIKA INDUSTRIES,119,99,143,161,138,101,162,36,959,,,,,3W,2025
2886,AMIR KHAN SAIFI STEEL WORKS,10,12,10,10,19,13,12,3,89,,,,,3W,2025
2887,A N ENTERPRISES,0,0,0,11,30,21,4,5,71,,,,,3W,2025
2888,ANICK TRADERS,0,0,0,5,1,1,3,0,10,,,,,3W,2025
2889,ANJALI AUTO COMPONENTS,4,3,5,11,2,0,2,0,27,,,,,3W,2025
2890,ANJALI TRADERS,5,8,2,3,2,6,16,0,42,,,,,3W,2025
2891,ANOOP CYLINDERS PVT LTD,1,1,0,0,0,5,1,2,10,,,,,3W,2025
2892,APARNA INDUSTRIES,0,3,11,67,20,8,5,0,114,,,,,3W,2025
2893,A P I MOTORS PVT LTD,103,81,63,49,58,58,48,5,465,,,,,3W,2025
2894,APM AUTO SALES,58,65,74,110,118,97,81,42,645,,,,,3W,2025
2895,APSARA ENTERPRISE,176,178,212,177,208,218,155,75,"1,399",,,,,3W,2025
2896,ARCHIT ENTERPRISES,141,76,111,160,105,76,82,16,767,,,,,3W,2025
2897,ARD EXIM,2,0,1,1,1,0,0,0,5,,,,,3W,2025
2898,ARIHANT ENTERPRISES,0,0,0,3,1,4,0,1,9,,,,,3W,2025
2899,A.R. MOTOR,77,51,53,98,85,84,84,35,567,,,,,3W,2025
2900,ARROW AUTOMOTIVE,215,208,248,175,279,282,287,67,"1,761",,,,,3W,2025
2901,ARYAN INDUSTRIES,0,1,9,12,12,2,2,1,39,,,,,3W,2025
2902,ASAV AUTOMOTIVE PVT LTD,2,1,8,1,3,1,0,0,16,,,,,3W,2025
2903,ASHA IMPEX,25,20,27,27,21,22,20,9,171,,,,,3W,2025
2904,ASHLESHA POWER CONTROLS PVT LTD,1,0,0,0,0,0,0,0,1,,,,,3W,2025
2905,ASHMA-MOTORS PVT LTD,111,66,87,104,113,152,117,52,802,,,,,3W,2025
2906,ATTOLENT AUTO GROUP PVT LTD,41,33,42,195,118,44,48,8,529,,,,,3W,2025
2907,ATUL AUTO LTD,"2,748","2,327","2,445","2,018","2,047","2,301","2,365",576,"16,827",,,,,3W,2025
2908,ATUL GREENTECH PRIVATE LIMITED,152,146,221,131,128,69,75,39,961,,,,,3W,2025
2909,ATUT SANGAM,185,167,149,212,221,138,167,35,"1,274",,,,,3W,2025
2910,AUTOECO GREEN ENERGY PVT LTD,60,99,76,60,67,64,84,17,527,,,,,3W,2025
2911,AUTOHAUS PRIVATE LIMITED,1,0,0,0,0,0,0,1,2,,,,,3W,2025
2912,AUTO SUPREME INDUSTRIES,0,0,0,3,9,4,5,0,21,,,,,3W,2025
2913,A.V.AUTOMOTIVES PVT LTD,37,63,100,61,61,61,69,6,458,,,,,3W,2025
2914,AVL ELECTRIC VEHICLES PVT LTD,230,209,260,196,222,231,190,69,"1,607",,,,,3W,2025
2915,AVON CYCLES LTD,32,31,41,27,33,26,25,7,222,,,,,3W,2025
2916,B24 ROKET EV,200,157,160,177,224,173,163,45,"1,299",,,,,3W,2025
2917,BABA E-VEHICLES,29,29,44,42,23,39,20,2,228,,,,,3W,2025
2918,BADSHAH ENTERPRISES,12,13,15,73,48,29,21,10,221,,,,,3W,2025
2919,BAGHWAN RIKSHAW UDYOG,6,2,12,12,2,1,1,1,37,,,,,3W,2025
2920,BAJAJ AUTO LTD,"39,491","34,659","33,846","32,641","34,603","36,142","38,705","9,787","2,59,874",,,,,3W,2025
2921,BAJAJ IMPLEMENTS PVT. LTD,48,31,47,40,41,37,62,12,318,,,,,3W,2025
2922,BALAJI TRADING COMPANY,7,8,12,10,5,0,11,1,54,,,,,3W,2025
2923,BALAN ENGINEERING PVT LTD,10,12,5,22,23,6,6,0,84,,,,,3W,2025
2924,BAL GOPAL WHEELS PVT LTD,4,9,3,2,0,3,6,0,27,,,,,3W,2025
2925,BALI AUTO INDUSTRIES,22,17,13,20,20,20,17,3,132,,,,,3W,2025
2926,BAMUR INDUSTRIES & ENGINEERING PVT LTD,0,0,0,0,0,0,1,0,1,,,,,3W,2025
2927,BAXY LTD,521,556,526,381,547,379,498,128,"3,536",,,,,3W,2025
2928,BEENA DEVI & SONS INDUSTRIES PVT LTD,3,0,0,0,0,0,0,0,3,,,,,3W,2025
2929,BENTINCK INDUSTRIES PVT. LTD.,14,9,18,27,19,35,50,5,177,,,,,3W,2025
2930,BEST WAY AGENCIES PVT LTD,445,409,448,421,501,567,624,117,"3,532",,,,,3W,2025
2931,BHADAURIA ENTERPRISES,1,1,0,0,3,4,1,0,10,,,,,3W,2025
2932,BHARATH MOTOCORP,2,11,23,1,16,5,6,10,74,,,,,3W,2025
2933,BHAVE ELECTRIC VEHICLES PVT LTD,149,160,108,127,128,107,126,44,949,,,,,3W,2025
2934,BHM INDUSTRIES,269,205,199,310,232,226,213,49,"1,703",,,,,3W,2025
2935,BHOLE SHANKAR MOTOR BODY,0,2,5,5,9,4,6,4,35,,,,,3W,2025
2936,BIG BULL TRADER PVT LTD,377,284,321,227,325,287,369,95,"2,285",,,,,3W,2025
2937,BIJNOR ENTERPRISES,2,0,2,0,0,0,0,0,4,,,,,3W,2025
2938,BOSS ENTERPRISES,14,10,21,21,26,19,22,5,138,,,,,3W,2025
2939,BRIGHT AUTOZONE PVT LTD,251,232,262,255,264,246,273,66,"1,849",,,,,3W,2025
2940,BRIGHT SAFAR,1,5,2,4,44,19,17,8,100,,,,,3W,2025
2941,BSERAIL ENGINEERING PVT LTD,10,20,15,17,18,15,15,2,112,,,,,3W,2025
2942,CARREE YUNUS VEHICLE PVT LTD,8,12,10,26,46,28,29,4,163,,,,,3W,2025
2943,CART INDIA,14,37,32,169,142,17,63,3,477,,,,,3W,2025
2944,CEEON INDIA,40,21,21,31,29,17,16,4,179,,,,,3W,2025
2945,CELLETRON MOTOR WORKS,10,6,14,9,12,11,12,4,78,,,,,3W,2025
2946,CG & BROTHER CO,3,1,25,11,8,15,16,2,81,,,,,3W,2025
2947,CHAMPION POLY PLAST,796,665,808,732,734,641,634,165,"5,175",,,,,3W,2025
2948,CHANDAKE-AUTOMOBILES LLP,22,20,18,31,22,16,15,4,148,,,,,3W,2025
2949,CHAUHAN AUTO INDUSTRIES,58,48,91,38,27,37,19,3,321,,,,,3W,2025
2950,CHEHAK BATTERIES,24,23,19,39,42,24,23,7,201,,,,,3W,2025
2951,CITADEL ENTERPRISES(OPC) PVT LTD,0,0,0,0,2,1,3,0,6,,,,,3W,2025
2952,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,22,27,22,25,30,13,23,6,168,,,,,3W,2025
2953,CLENERGY INNOVATIONS PVT LTD,0,0,0,0,1,2,0,0,3,,,,,3W,2025
2954,C M OVERSEAS,2,3,1,5,0,4,1,2,18,,,,,3W,2025
2955,CONTINENTAL ENGINES PVT LTD,10,10,7,13,9,4,3,0,56,,,,,3W,2025
2956,COVAI GREEN RIDE,1,1,3,1,1,5,0,0,12,,,,,3W,2025
2957,CYRUS AUTO INDUSTRIES PVT LTD,0,0,3,0,4,0,0,0,7,,,,,3W,2025
2958,DAKSH INDUSTRIES,565,443,510,609,762,555,711,168,"4,323",,,,,3W,2025
2959,DASHMESH TRADERS,16,8,19,18,12,8,6,3,90,,,,,3W,2025
2960,DAVE EXIM PVT LTD,29,19,11,8,12,14,22,8,123,,,,,3W,2025
2961,DEBU AUTOMOBILES,2,1,0,2,1,3,3,0,12,,,,,3W,2025
2962,DEEP DRAWN TECHNOLOGIES,4,6,4,2,5,6,3,0,30,,,,,3W,2025
2963,DE EUSI MOTORS PVT LTD.,282,150,189,211,214,209,236,69,"1,560",,,,,3W,2025
2964,DELTA AUTOCORP LTD,110,99,77,90,98,63,69,22,628,,,,,3W,2025
2965,DELTEK ENTERPRISES PVT LTD,2,0,2,2,3,2,1,0,12,,,,,3W,2025
2966,DEVAM ELECTRIC VEHICLES PVT LTD,15,13,15,11,21,11,7,2,95,,,,,3W,2025
2967,DEVCHHAYA MOTORS,1,0,6,3,0,0,2,0,12,,,,,3W,2025
2968,DEV MOTORS,184,162,199,328,323,269,263,51,"1,779",,,,,3W,2025
2969,DHAR IN PVT LTD,23,11,28,15,12,16,15,2,122,,,,,3W,2025
2970,DHAR INTERNATIONAL,0,0,0,0,0,1,0,0,1,,,,,3W,2025
2971,DHARMPAL ENTERPRISES,1,0,3,19,32,7,5,1,68,,,,,3W,2025
2972,DHRITI ENTERPRISES,8,10,7,8,10,10,18,2,73,,,,,3W,2025
2973,DIAMOND E VEHICLES,36,34,53,121,125,113,98,39,619,,,,,3W,2025
2974,DILLI ELECTRIC AUTO PVT LTD,"1,925","1,710","1,734","1,758","1,734","1,674","1,920",486,"12,941",,,,,3W,2025
2975,DIVANSU AUTOMOBILES LTD,14,18,6,8,8,6,10,0,70,,,,,3W,2025
2976,DIVYA ENTERPRISES,67,35,55,94,92,56,60,13,472,,,,,3W,2025
2977,D.K. MOTORS,1,0,0,0,0,0,0,0,1,,,,,3W,2025
2978,D S INDUSTRIES,0,0,0,0,0,0,10,8,18,,,,,3W,2025
2979,DSR EV MOBILITY PVT LTD,4,2,1,6,1,0,5,0,19,,,,,3W,2025
2980,DUKE AUTO INDIA,76,91,100,140,95,71,59,14,646,,,,,3W,2025
2981,DYS IMPEX PRIVATE LIMITED,77,79,111,39,71,52,45,29,503,,,,,3W,2025
2982,EARTH MOBILITY,0,0,0,1,1,0,0,0,2,,,,,3W,2025
2983,E-ASHWA AUTOMOTIVE PVT LTD,1,2,5,5,4,1,0,0,18,,,,,3W,2025
2984,EBUZZ MOBILITY LLP,1,2,3,4,3,0,0,2,15,,,,,3W,2025
2985,ECO DYNAAMIC EQUIPMENTS,4,6,9,8,4,6,14,1,52,,,,,3W,2025
2986,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,36,28,30,14,41,10,22,3,184,,,,,3W,2025
2987,ECO SMART VEHICLES PVT LTD,95,60,89,73,113,69,87,22,608,,,,,3W,2025
2988,EDMRC MANNSCHAFT LLP,1,2,3,1,2,0,2,0,11,,,,,3W,2025
2989,EFEV CHARGING SOLUTION PVT LTD,99,105,95,96,113,173,182,49,912,,,,,3W,2025
2990,E-GURU AUTO ENERGY,11,8,6,15,13,10,12,2,77,,,,,3W,2025
2991,ELECTRA INTERNATIONAL,0,38,32,12,18,11,29,2,142,,,,,3W,2025
2992,ELECTRO ARO AUTOMOTIVE PVT LTD,0,1,7,3,12,8,4,1,36,,,,,3W,2025
2993,ELECTRODRIVE VEHICLES PVT LTD,23,11,16,29,32,14,20,4,149,,,,,3W,2025
2994,ELEPHANTA INDUSTRIES PVT LTD,2,3,1,0,10,9,5,3,33,,,,,3W,2025
2995,ELITE AUTO ENGINEERS PVT LTD,91,61,76,141,92,41,82,15,599,,,,,3W,2025
2996,E-MOTION AUTOMOTIVE INDUSTRY LLP,45,25,50,35,36,28,40,10,269,,,,,3W,2025
2997,ENABLING E-VEHICLE PVT LTD,49,50,52,54,59,72,81,23,440,,,,,3W,2025
2998,ENERGY ELECTRIC VEHICLES,"1,006",854,"1,091","1,171","1,142","1,025","1,235",294,"7,818",,,,,3W,2025
2999,ENGINIA VEHICLES PVT LTD,153,63,108,92,85,74,111,35,721,,,,,3W,2025
3000,ENTICE IMPEX PVT LTD,77,73,91,105,122,90,100,30,688,,,,,3W,2025
3001,ENVISION ELECTRIC VEHICLES PVT LTD,0,4,0,4,0,1,3,2,14,,,,,3W,2025
3002,EPOWER VEHICLES PVT LTD,0,1,0,0,3,1,7,0,12,,,,,3W,2025
3003,ERISHA E MOBILITY PVT LTD,4,2,1,1,4,0,1,0,13,,,,,3W,2025
3004,E ROYCE MOTORS INDIA PVT LTD,127,55,76,405,143,194,230,122,"1,352",,,,,3W,2025
3005,EULER MOTORS PVT LTD,316,241,395,353,350,254,354,73,"2,336",,,,,3W,2025
3006,EVBHARAT RANGE PRIVATE LIMITED,13,9,5,14,9,23,30,12,115,,,,,3W,2025
3007,EVCO AUTOMOBILES PVT LTD,119,64,82,95,110,110,115,13,708,,,,,3W,2025
3008,EVEX AUTO INDIA PVT LTD,1,3,4,5,6,3,3,2,27,,,,,3W,2025
3009,EVGREEN PVT LTD,2,1,5,3,1,4,1,2,19,,,,,3W,2025
3010,EVOLUTION AUTOTECH,1,0,0,0,0,0,0,0,1,,,,,3W,2025
3011,EXDINDUS EV ENERGY PVT LTD,0,0,0,0,0,0,24,15,39,,,,,3W,2025
3012,EXIDE INDUSTRIES LTD,159,199,149,146,175,183,195,40,"1,246",,,,,3W,2025
3013,EXTRA FAST SOLUTIONS,54,61,42,51,46,57,51,8,370,,,,,3W,2025
3014,EXTREME MOTORS,5,14,8,13,8,2,9,1,60,,,,,3W,2025
3015,EYUG AUTOMOBILE PVT LTD,6,7,9,1,3,0,1,0,27,,,,,3W,2025
3016,FEDE INDUSTRIES PVT LTD,244,178,196,192,236,211,305,65,"1,627",,,,,3W,2025
3017,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,45,29,37,36,41,39,33,5,265,,,,,3W,2025
3018,FITWEL MOBILITY PVT LTD,2,0,3,1,0,0,0,0,6,,,,,3W,2025
3019,FIVE ELEMENTS,2,4,3,5,4,2,2,0,22,,,,,3W,2025
3020,FRN MOTORS PVT LTD,2,2,1,1,0,3,2,1,12,,,,,3W,2025
3021,FUTURE EV TECHNOLOGY,0,0,0,0,1,13,4,1,19,,,,,3W,2025
3022,GAGAN AUTOMOTIVES,76,53,39,110,78,53,54,17,480,,,,,3W,2025
3023,GARGARIJI AUTOMOBILE PVT LTD,0,0,0,3,46,23,8,1,81,,,,,3W,2025
3024,GAYATRI ELECTRIC VEHICLES PVT LTD,177,109,106,147,120,76,106,25,866,,,,,3W,2025
3025,G & G AUTOMOTIVE,68,89,82,70,69,36,42,25,481,,,,,3W,2025
3026,G.K E-VEHICLS INDUSTRIES PVT LTD,122,105,79,80,104,128,114,26,758,,,,,3W,2025
3027,GKON ELECTRIC MOTOR VEHICLES PVT LTD,20,43,47,36,39,34,46,10,275,,,,,3W,2025
3028,G.K. RICKSHAW PVT LTD,248,225,228,290,218,224,262,90,"1,785",,,,,3W,2025
3029,GLAZE EV LLP,29,72,65,42,49,23,26,6,312,,,,,3W,2025
3030,G. M. VEHICLE INDUSTRIES,2,1,1,2,2,2,0,0,10,,,,,3W,2025
3031,GOBIND INDUSTRIES PVT LTD,2,3,8,1,1,0,0,0,15,,,,,3W,2025
3032,GODAWARI ELECTRIC MOTORS PVT LTD,12,14,36,26,6,12,7,1,114,,,,,3W,2025
3033,GODAWARI TECHNO SOLUTIONS PVT LTD,6,13,12,3,3,4,16,0,57,,,,,3W,2025
3034,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,0,2,0,0,0,0,1,0,3,,,,,3W,2025
3035,GOLDEN ELECTRIC VEHICLES,7,3,13,15,15,12,7,0,72,,,,,3W,2025
3036,GOPAL AUTO MOTORS PVT LTD,105,99,97,89,88,112,106,18,714,,,,,3W,2025
3037,GOPE AUTO INDUSTRIES,0,0,0,0,1,0,5,0,6,,,,,3W,2025
3038,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,0,0,0,0,0,0,1,0,1,,,,,3W,2025
3039,GRD MOTORS,359,298,400,286,356,307,399,102,"2,507",,,,,3W,2025
3040,GREEN EVOLVE PVT LTD,20,68,82,1,42,10,0,0,223,,,,,3W,2025
3041,GREENFIT INDUSTRIES LLP,51,45,50,91,93,95,87,12,524,,,,,3W,2025
3042,GREEN IMPEX,79,80,110,109,105,46,95,16,640,,,,,3W,2025
3043,GREEN SHUTTLE TECHNOLOGY PVT LTD,3,0,9,2,2,2,2,0,20,,,,,3W,2025
3044,GREEN STAR MOTORS,9,1,2,6,3,5,6,2,34,,,,,3W,2025
3045,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,2,0,3,5,4,1,2,0,17,,,,,3W,2025
3046,GREEN TECHNOLOGIES,98,60,80,70,76,88,83,14,569,,,,,3W,2025
3047,GREEN VALLEY MOTORS,1,2,1,1,0,1,1,2,9,,,,,3W,2025
3048,GREENWHEELS AUTOMOBILE PVT LTD,60,48,70,68,47,57,55,11,416,,,,,3W,2025
3049,GREEN WORLD MOTORS PVT LTD,1,1,0,0,1,0,0,0,3,,,,,3W,2025
3050,GRINDIA G MOTORS PVT LTD,0,0,1,0,1,1,0,0,3,,,,,3W,2025
3051,GSP POWER PROJECTS,0,0,1,2,0,1,3,0,7,,,,,3W,2025
3052,GTP ELECTRIC VEHICLES PVT LTD,4,3,3,1,2,0,15,0,28,,,,,3W,2025
3053,G.T TRADER,11,5,10,12,11,19,13,7,88,,,,,3W,2025
3054,GURU JI WHEELS,0,0,0,1,19,14,13,7,54,,,,,3W,2025
3055,HAITEK AUTOMOTIVE PVT LTD,32,32,18,22,23,33,43,14,217,,,,,3W,2025
3056,HANUMAN UDYOG,9,23,13,31,58,38,28,6,206,,,,,3W,2025
3057,HARNISHA AUTO PVT LTD,0,0,0,0,0,1,0,0,1,,,,,3W,2025
3058,HARSH TRADING CO,18,22,37,89,81,51,49,9,356,,,,,3W,2025
3059,HARSHVIE INDUSTRIES PVT LTD,0,5,2,4,5,2,3,0,21,,,,,3W,2025
3060,HARYANA MOTORS PVT LTD,12,4,13,9,15,11,7,5,76,,,,,3W,2025
3061,HBSS E MOBILITY PVT LTD,0,5,10,8,0,0,9,0,32,,,,,3W,2025
3062,HERO MOTOCORP LTD,0,0,1,0,1,0,0,0,2,,,,,3W,2025
3063,HEXALL MOTORS PVT LTD,2,0,5,0,0,5,4,0,16,,,,,3W,2025
3064,HIM TEKNOFORGE LTD,62,37,49,24,19,14,10,4,219,,,,,3W,2025
3065,HINDUSTAN MOTOR CORPORATION,84,75,58,42,54,57,101,32,503,,,,,3W,2025
3066,HI-TECH INDUSTRIES,2,1,1,1,0,0,0,0,5,,,,,3W,2025
3067,HITECH  MECHANICAL WORKS,0,0,0,0,3,1,2,0,6,,,,,3W,2025
3068,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,0,0,1,0,0,0,0,0,1,,,,,3W,2025
3069,HOOGHLY MOTORS PVT LTD,379,330,313,407,440,359,485,93,"2,806",,,,,3W,2025
3070,HOP MOTORS PVT LTD,9,4,6,13,19,7,5,1,64,,,,,3W,2025
3071,HOTAGE INDIA,771,701,749,977,883,779,811,133,"5,804",,,,,3W,2025
3072,HOVEL CYLINDER PVT LTD,14,9,13,12,5,4,0,1,58,,,,,3W,2025
3073,HOVEL ELECTRIC LLP,0,0,0,0,0,0,1,0,1,,,,,3W,2025
3074,HUNDA EV PVT LTD,37,32,52,24,45,29,22,9,250,,,,,3W,2025
3075,HUNDAL INDUSTRIES,54,35,67,111,147,26,52,7,499,,,,,3W,2025
3076,HYKON INDIA LTD,4,2,0,1,0,1,0,1,9,,,,,3W,2025
3077,INDIAN MOTORS,161,124,177,343,326,214,230,61,"1,636",,,,,3W,2025
3078,INDIA SAFE ENTERPRISE,6,13,4,4,6,4,5,3,45,,,,,3W,2025
3079,INDIA YAMAHA MOTOR PVT LTD,0,0,0,0,0,0,0,1,1,,,,,3W,2025
3080,INS AUTOMOBILES PVT LTD,172,129,118,98,116,138,188,49,"1,008",,,,,3W,2025
