vehicle_type,Maker,date,year,month,registrations,registrations_last_year,YoY_growth_%,quarter,year_quarter,year_quarter_quarterly,registrations_last_quarter,QoQ_growth_%
3W,SHRI SHIVSHIDHA AGRI IMPLIMENT,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI SHRINIVASA ENG WORKS,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,SHRI SHYAM ENGG WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI SWASTIK ENGG,2024-02-01 00:00:00,2024,2,11,,,1,2024-Q1,2024-Q1,,
3W,SHRI TIRUMALA ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SHRI VADESHWAR TRAILORS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI VENKATARAMANA TRAILER WORK,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHRI VENKATESHWAR AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SHRI VENKATESHWARA ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SHRI VIJAY ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SHRI VINAYAK INDUSTRIES,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SHRI VISHWAKARMA AUTOMOBILE,2024-02-01 00:00:00,2024,2,13,,,1,2024-Q1,2024-Q1,,
3W,SHRINIWAS AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SHRIRAJ ELECTRIC VEHICLES,2024-02-01 00:00:00,2024,2,196,212,7.55,1,2024-Q1,2024-Q1,733,20.19
3W,SHUBHAM MANUFACTURER,2024-02-01 00:00:00,2024,2,3,0,,1,2024-Q1,2024-Q1,4,75
3W,SHUBHMARUTI AGRITECH PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SIDDHAKALA ENGINEERING AND WELDING WORKS
",2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SIDDHESHWAR AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SIDDHIVINAYAK ENGINEERING,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SIDHI DURGA ENGINEERING,2024-02-01 00:00:00,2024,2,7,,,1,2024-Q1,2024-Q1,,
3W,SIDHI DURGA ENGINEERING TRAILOR CUTTACK MADHUPATAN,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SIMPLEENERGY PVT LTD,2024-02-01 00:00:00,2024,2,132,,,1,2024-Q1,2024-Q1,,
3W,SINGH AUTOMOBILES,2024-02-01 00:00:00,2024,2,46,3,1433.33,1,2024-Q1,2024-Q1,140,0.71
3W,SINGHAL ENTERPRISES,2024-02-01 00:00:00,2024,2,9,8,12.5,1,2024-Q1,2024-Q1,38,23.68
3W,SIRF INDIA VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,5,0,,1,2024-Q1,2024-Q1,17,29.41
3W,SITYOG ENGINEERING PVT LTD,2024-02-01 00:00:00,2024,2,0,2,100,1,2024-Q1,2024-Q1,0,
3W,SIWACH STEEL PVT LTD,2024-02-01 00:00:00,2024,2,0,5,100,1,2024-Q1,2024-Q1,2,150
3W,SIX SENSES AUTOMOTIVE PVT LTD,2024-02-01 00:00:00,2024,2,1,2,50,1,2024-Q1,2024-Q1,4,200
3W,SIYARAM TRAILORS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SKODA AUTO AS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SKODA AUTO INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SKS TRADE INDIA PVT LTD,2024-02-01 00:00:00,2024,2,781,527,48.2,1,2024-Q1,2024-Q1,0,
3W,SKYRIDE AUTOMOTIVE,2024-02-01 00:00:00,2024,2,6,3,100,1,2024-Q1,2024-Q1,8,25
3W,SKYY RIDER ELECTRIC PRIVATE LIMITED,2024-02-01 00:00:00,2024,2,16,0,,1,2024-Q1,2024-Q1,1,6300
3W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SMARDA INDUSTRY (IMPORTER: RHYNO),2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SMART ELECTRO MOTORS,2024-02-01 00:00:00,2024,2,4,0,,1,2024-Q1,2024-Q1,18,27.78
3W,SML ISUZU LTD,2024-02-01 00:00:00,2024,2,821,,,1,2024-Q1,2024-Q1,,
3W,SMT INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SN SOLAR ENERGY,2024-02-01 00:00:00,2024,2,36,1,3500,1,2024-Q1,2024-Q1,94,15.96
3W,SOKUDO ELECTRIC INDIA PVT LTD,2024-02-01 00:00:00,2024,2,34,,,1,2024-Q1,2024-Q1,,
3W,SOLANKE ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SONALIKA INTERNATIONAL TRACTORS LIMITED,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SONI E VEHICLE PVT LTD,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,19,47.37
3W,SPEED AUTO TECH,2024-02-01 00:00:00,2024,2,0,8,100,1,2024-Q1,2024-Q1,16,68.75
3W,SPEEDWAYS ELECTRIC,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,1,100
3W,SPEEGO VEHICLES CO PVT LTD,2024-02-01 00:00:00,2024,2,326,359,9.19,1,2024-Q1,2024-Q1,1297,16.35
3W,SRD RENEWABLES,2024-02-01 00:00:00,2024,2,176,149,18.12,1,2024-Q1,2024-Q1,468,2.78
3W,SRI AVP ENGINEERING WORKS BARGARH RENGALICAMP,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SRI MANIKANTA ENGINEERING WORKS,KADAPA AP49604028",2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI P.M. FAABS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI SAI AGRICULTURAL EQUIPMENT,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SRI SAI DURGA ENGG WORKSAP021000001,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI SAI ENGINEERING WORKS AP235640703,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI SANKAR ENGINEERING WORKS SAMBALPUR MANESWAR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI SRI MARUTHI ENGINEERING WORKS AP235744011,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI TIRUMALA AGRO SALES CHARBAHAL,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRI VENKATESWARA ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SRI.TIRUMALA AGRO SALES, CHARBAHAL",2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SRINIVAS E VEHICLE,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SRIVARU MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SSB INDISTRIES,2024-02-01 00:00:00,2024,2,146,152,3.95,1,2024-Q1,2024-Q1,590,22.88
3W,SSEV ENTERPRISES PRIVATE LIMITED,2024-02-01 00:00:00,2024,2,51,91,43.96,1,2024-Q1,2024-Q1,170,5.88
3W,SSV TECHNOLOGIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,STANDARD COMBINES PVT LTD,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,STANDARD CORPORATION INDIA LTD,2024-02-01 00:00:00,2024,2,25,,,1,2024-Q1,2024-Q1,,
3W,STAR BULL E MOTORS,2024-02-01 00:00:00,2024,2,148,128,15.62,1,2024-Q1,2024-Q1,465,1.08
3W,STAR ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2024-02-01 00:00:00,2024,2,72,36,100,1,2024-Q1,2024-Q1,190,19.47
3W,STAR INDUSTRIES,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,STAR WELDING WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,STRENGTH AUTOELECTRIC PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUBHADRA ENGINEERING CUTTACK NUAPADA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUBHADRA ENGINEERING NUAPADA,2024-02-01 00:00:00,2024,2,6,,,1,2024-Q1,2024-Q1,,
3W,SUBRAMANYESWARA INDUSTRIES,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SUDHA ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,2024-02-01 00:00:00,2024,2,32,10,220,1,2024-Q1,2024-Q1,88,1.14
3W,SUKHDEV AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUKHWINDERA AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUMEC CO LTD (IMPORTER: ROUTE & MARS EV LLP),2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUMFONL AUTO TRADERS PVT LTD,2024-02-01 00:00:00,2024,2,24,9,166.67,1,2024-Q1,2024-Q1,71,16.9
3W,SUN AUTO,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUN INDUSTRIES,2024-02-01 00:00:00,2024,2,14,,,1,2024-Q1,2024-Q1,,
3W,SUNANDA GREENTECH PVT LTD,2024-02-01 00:00:00,2024,2,14,0,,1,2024-Q1,2024-Q1,11,354.55
3W,SUNARIYA MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,2,0,,1,2024-Q1,2024-Q1,10,30
3W,SUNIL AGRO ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,5,,,1,2024-Q1,2024-Q1,,
3W,SUNIL AGRO ENGINEERING WORKS ANGUL PANCHAMAHALA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUNJET ENERGY PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUNSET TRADE PVT LTD,2024-02-01 00:00:00,2024,2,17,25,32,1,2024-Q1,2024-Q1,123,47.97
3W,SUNSHINE TECHNOLOGIES,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,2,50
3W,SUNULTRA POWER SOLUTIONS PVT LTD,2024-02-01 00:00:00,2024,2,11,6,83.33,1,2024-Q1,2024-Q1,23,34.78
3W,SUPER METRO INDUSTRIES,2024-02-01 00:00:00,2024,2,78,82,4.88,1,2024-Q1,2024-Q1,234,11.54
3W,SUPER POWER MOTORS,2024-02-01 00:00:00,2024,2,18,0,,1,2024-Q1,2024-Q1,2,3300
3W,SUPER STANDARD AGRO COMBINE,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUPER TECHNO AUTOMOTIVE LLP,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUPERECO AUTOMOTIVE CO,2024-02-01 00:00:00,2024,2,19,6,216.67,1,2024-Q1,2024-Q1,29,20.69
3W,SUPERTECH EV LIMITED,2024-02-01 00:00:00,2024,2,152,146,4.11,1,2024-Q1,2024-Q1,529,6.05
3W,SUPREME SALES AGENCY,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,SUPREME SMART POWER PVT LTD,2024-02-01 00:00:00,2024,2,19,29,34.48,1,2024-Q1,2024-Q1,101,7.92
3W,SUPROVA ENTERPRISE,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,1,200
3W,SURAJ ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,SURINDERA AGRO INSDUSTRIES,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,SURYA INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SURYA INTERNATIONAL,2024-02-01 00:00:00,2024,2,3,3,0,1,2024-Q1,2024-Q1,4,100
3W,SURYA STEEL WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SUZUKI MOTORCYCLE INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SVS ENTERPRISES,2024-02-01 00:00:00,2024,2,6,0,,1,2024-Q1,2024-Q1,29,68.97
3W,SWADESH MOTORS AND TRACTORS LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWAMI AGRO TECH,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWAMI ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWAPNA FABRICATION WORKS MALKANGIRI MAIN ROAD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,"SWAPNA FABRICATION WORKS,MALKANGIRI",2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,SWARAJ AUTOMOTIVES LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWARNCHAKRA AUTOMOBILES PVT LTD,2024-02-01 00:00:00,2024,2,0,1,100,1,2024-Q1,2024-Q1,2,50
3W,SWASTIK,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWASTIK ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,SWITCH MOBILITY AUTOMOTIVE LTD,2024-02-01 00:00:00,2024,2,27,,,1,2024-Q1,2024-Q1,,
3W,SYAN AGRO INDUSTRY,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,SYNDICATE AUTO COMPONENTS,2024-02-01 00:00:00,2024,2,3,14,78.57,1,2024-Q1,2024-Q1,13,30.77
3W,T U K INDUSTRIES,2024-02-01 00:00:00,2024,2,211,135,56.3,1,2024-Q1,2024-Q1,977,18.01
3W,TADANO LIMITED,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TAFE LIMITED,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TAMARIA VENTURES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TAO POWER PRIVATE LIMITED,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,5,100
3W,TARA MAA MACHINERY,2024-02-01 00:00:00,2024,2,5,0,,1,2024-Q1,2024-Q1,26,11.54
3W,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,TATA ADVANCED SYSTEMS LTD,2024-02-01 00:00:00,2024,2,106,,,1,2024-Q1,2024-Q1,,
3W,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,2024-02-01 00:00:00,2024,2,102,,,1,2024-Q1,2024-Q1,,
3W,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TATA MOTORS LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TATA MOTORS PASSENGER VEHICLES LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TATA PASSENGER ELECTRIC MOBILITY LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TAURUS ELECTRIC VEHICLES,2024-02-01 00:00:00,2024,2,56,43,30.23,1,2024-Q1,2024-Q1,91,17.58
3W,TEJAS ENERGY,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TENAX INTERNATIONAL (IMPORTER: VERT EQUIPMENT),2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TEREX EQUIPMENT PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TEREX INDIA PRIVATE LIMITED,2024-02-01 00:00:00,2024,2,4,,,1,2024-Q1,2024-Q1,,
3W,TERRA MOTORS INDIA PVT LTD,2024-02-01 00:00:00,2024,2,832,612,35.95,1,2024-Q1,2024-Q1,2646,15.31
3W,THAVE ENTERPRISES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,THE COMMERCIAL MOTORS LIMITED,2024-02-01 00:00:00,2024,2,1,5,80,1,2024-Q1,2024-Q1,2,100
3W,THE COMMERCIAL MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,1,300
3W,THOKADE ENTERPRISES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,THUKRAL ELECTRIC BIKES PVT LTD,2024-02-01 00:00:00,2024,2,685,512,33.79,1,2024-Q1,2024-Q1,2274,0.62
3W,TI CLEAN MOBILITY PVT LTD,2024-02-01 00:00:00,2024,2,462,2,23000,1,2024-Q1,2024-Q1,816,93.26
3W,TII INDIA PVT LTD,2024-02-01 00:00:00,2024,2,8,,,1,2024-Q1,2024-Q1,,
3W,TIL LIMITED,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TIL LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TIRTH AGRO TECHNOLOGY PVT LTD,2024-02-01 00:00:00,2024,2,29,,,1,2024-Q1,2024-Q1,,
3W,TIRTH HYGIENE TECHNOLOGY PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TIRUPATI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TIRUPATI DISTRIBUTOR,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TOGOR ENGINEERING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TOP TEAM MACHINES PVT LTD,2024-02-01 00:00:00,2024,2,108,93,16.13,1,2024-Q1,2024-Q1,540,35.19
3W,TORK MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,144,,,1,2024-Q1,2024-Q1,,
3W,TOYOTA HIACE GL COMMUTER,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TOYOTA KIRLOSKAR MOTOR PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TOYOTA MATERIAL HANDLING INDIA PVT LTD,2024-02-01 00:00:00,2024,2,19,,,1,2024-Q1,2024-Q1,,
3W,TPS INFRASTRUCTURE LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TPS INFRASTRUCTURE LTD.,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,TRACLAXX TRACTORS PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRACTOR VANDANA GREEN,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,2024-02-01 00:00:00,2024,2,10,,,1,2024-Q1,2024-Q1,,
3W,TRANSPORT SOLUTIONS INDIA,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRATEC ENGINEERS PVT LTD,2024-02-01 00:00:00,2024,2,11,,,1,2024-Q1,2024-Q1,,
3W,TRATEC ENGINEERS PVT. LTD.,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRATICO ENGINEERING INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRIMURTI AGRO INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,TRIMURTI INDUSTRIES,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,TRIMURTI TRAILER,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,TRINITY ELECTRIC VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,9,0,,1,2024-Q1,2024-Q1,45,6.67
3W,TRISHIKA INDUSTRIES,2024-02-01 00:00:00,2024,2,60,70,14.29,1,2024-Q1,2024-Q1,285,32.63
3W,TRISHUL TRACTORS PVT. LTD.,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2024-02-01 00:00:00,2024,2,65,,,1,2024-Q1,2024-Q1,,
3W,TRUPART AUTOMOTIVE INDIA PVT LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,3,100
3W,TRUZ INDUSTRIES,2024-02-01 00:00:00,2024,2,1,0,,1,2024-Q1,2024-Q1,3,33.33
3W,TSM ENGINEERING PVT LTD,2024-02-01 00:00:00,2024,2,31,11,181.82,1,2024-Q1,2024-Q1,104,9.62
3W,TSR TRADE COM,2024-02-01 00:00:00,2024,2,0,5,100,1,2024-Q1,2024-Q1,7,71.43
3W,TUFAN MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,76,57,33.33,1,2024-Q1,2024-Q1,353,33.14
3W,TULSI TRAILER,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,TUNWAL E MOTORS PVT LTD,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,TVS MOTOR COMPANY LTD,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,0,
3W,TWASHTRE AUTOMOTIVE PVT LTD,2024-02-01 00:00:00,2024,2,0,2,100,1,2024-Q1,2024-Q1,0,
3W,TWIN GREEN TECH PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TWINKLE TRADCOM PVT LTD,2024-02-01 00:00:00,2024,2,88,88,0,1,2024-Q1,2024-Q1,371,36.93
3W,TWO FRIENDS AUTO ELECTRIC PVT LTD,2024-02-01 00:00:00,2024,2,287,267,7.49,1,2024-Q1,2024-Q1,941,0.85
3W,TYAGI AGROTECH COMPANY,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,TYST DRIVE INDIA PVT LTD,2024-02-01 00:00:00,2024,2,2,,,1,2024-Q1,2024-Q1,,
3W,U.P. TELELINKS LIMITED,2024-02-01 00:00:00,2024,2,217,161,34.78,1,2024-Q1,2024-Q1,732,5.05
3W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,2024-02-01 00:00:00,2024,2,30,,,1,2024-Q1,2024-Q1,,
3W,UMA  AUTO INDUSTRIES PVT. LTD,2024-02-01 00:00:00,2024,2,6,1,500,1,2024-Q1,2024-Q1,44,31.82
3W,UMA MOTORS,2024-02-01 00:00:00,2024,2,11,7,57.14,1,2024-Q1,2024-Q1,55,9.09
3W,UNIPAVE ENGINEERING PRODUCTS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,UNIQUE AUTO ELECTRIC,2024-02-01 00:00:00,2024,2,109,0,,1,2024-Q1,2024-Q1,26,946.15
3W,UNIQUE ENTERPRISES,2024-02-01 00:00:00,2024,2,361,190,90,1,2024-Q1,2024-Q1,1148,10.89
3W,UNIQUE INTERNATIONAL,2024-02-01 00:00:00,2024,2,0,825,100,1,2024-Q1,2024-Q1,0,
3W,UNITED TRANSMOVERS PVT LTD,2024-02-01 00:00:00,2024,2,17,17,0,1,2024-Q1,2024-Q1,53,54.72
3W,UNITER ENGINEERING PRODUCTS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,URWASHI ENTERPRISES,2024-02-01 00:00:00,2024,2,37,16,131.25,1,2024-Q1,2024-Q1,86,3.49
3W,USHASONS AUTO COMPONENTS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,UTTAM CONSTRUCTION EQUIPMENTS,2024-02-01 00:00:00,2024,2,15,,,1,2024-Q1,2024-Q1,,
3W,V R WELDING WORKS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,V S TRAILERS,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,V.S.T. TILLERS TRACTORS LIMITED,2024-02-01 00:00:00,2024,2,341,,,1,2024-Q1,2024-Q1,,
3W,V.T. ENGINEERING,2024-02-01 00:00:00,2024,2,0,0,,1,2024-Q1,2024-Q1,2,100
3W,V.V.A.AUTO INDUSTRIES PVT.LTD,2024-02-01 00:00:00,2024,2,0,1,100,1,2024-Q1,2024-Q1,5,80
3W,VAHAK FUTURE SOLUTIONS LLP,2024-02-01 00:00:00,2024,2,33,1,3200,1,2024-Q1,2024-Q1,17,105.88
3W,VALDO TRACTORS PVT LTD,2024-02-01 00:00:00,2024,2,3,,,1,2024-Q1,2024-Q1,,
3W,VANDANA TRAILERS AND BODY MFG PVT LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,VANI ELECTRIC VEHICLES PVT LTD,2024-02-01 00:00:00,2024,2,578,545,6.06,1,2024-Q1,2024-Q1,2020,7.08
3W,VASHAN AGRICULTURE WORKS,2024-02-01 00:00:00,2024,2,1,,,1,2024-Q1,2024-Q1,,
3W,VE COMMERCIAL VEHICLES LTD,2024-02-01 00:00:00,2024,2,0,,,1,2024-Q1,2024-Q1,,
3W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),2024-02-01 00:00:00,2024,2,26,,,1,2024-Q1,2024-Q1,,
3W,VEANCO AUTOMOTIVES PVT LTD,2024-02-01 00:00:00,2024,2,3,0,,1,2024-Q1,2024-Q1,0,
