vehicle_type,Maker,date,year,month,registrations,registrations_last_year,YoY_growth_%,quarter,year_quarter,year_quarter_quarterly,registrations_last_quarter,QoQ_growth_%
3W,M/S-SHRADHA INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,50
3W,M/S. PALLAVI INDUSTRIES,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,3,33.33
3W,"M/S. S. R. ENTERPRISES,JAIPATNA",2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,M2J E VAHAN PVT LTD,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,5,0
3W,MAA DURGA ELECTRIC MOTOR VEHICLE PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,MAA ENGINEERING TRAILOR,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,17,94.12
3W,MAA KALPANA ENTERPRISE,2024-09-01 00:00:00,2024,9,38,21,80.95,3,2024-Q3,2024-Q3,103,16.5
3W,"MAA MANGALA ENTERPRISES,SNG",2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,2,50
3W,"MAA MANGALA MOTORS & ENGG,RKL",2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,0
3W,MAA SHAKTI EXIM PVT LTD,2024-09-01 00:00:00,2024,9,187,198,5.56,3,2024-Q3,2024-Q3,532,17.48
3W,MAA TARINI ENGINEERING,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MAA TARINI ENGINEERING CUTTACK KANDARPUR,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,MAAA MANASA TRAILOR WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,MAC AUTO INDIA,2024-09-01 00:00:00,2024,9,28,22,27.27,3,2024-Q3,2024-Q3,211,71.09
3W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,8,12.5
3W,MAC INTERNATIONAL (IMPORTER: SUNDAK SOLAR),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAC INTERNATIONAL (IMPORTER:HONESTY),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MACNEILL ENGINEERING LIMITED,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MACONS EQUIPMENTS PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MADHU AUTOMOBILES LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,4,25
3W,MAHABIR INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,MAHAK TEEN UDYOG,2024-09-01 00:00:00,2024,9,12,,,3,2024-Q3,2024-Q3,0,
3W,MAHALAXMI INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAHAVIR AGRO EQUIPMENTS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAHAVIR TRACTOR AND IMPLEMENTS,2024-09-01 00:00:00,2024,9,47,,,3,2024-Q3,2024-Q3,0,
3W,MAHESH ENGINEERING WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,0
3W,MAHI ENTERPRISES,2024-09-01 00:00:00,2024,9,0,1,100,3,2024-Q3,2024-Q3,0,
3W,MAHINDRA & MAHINDRA LIMITED,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,0,
3W,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,2024-09-01 00:00:00,2024,9,21,,,3,2024-Q3,2024-Q3,40,15
3W,MAHINDRA DEFENCE SYSTEMS LTD,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,6,0
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2024-09-01 00:00:00,2024,9,2,36,94.44,3,2024-Q3,2024-Q3,20,55
3W,MAHINDRA GUJARAT TRACTOR LIMITED,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,MAHINDRA LAST MILE MOBILITY LTD,2024-09-01 00:00:00,2024,9,0,89,100,3,2024-Q3,2024-Q3,0,
3W,MAHTAB BODY MAKER,2024-09-01 00:00:00,2024,9,97,75,29.33,3,2024-Q3,2024-Q3,214,27.57
3W,MALAK TECHNO PVT LTD,2024-09-01 00:00:00,2024,9,3,3,0,3,2024-Q3,2024-Q3,14,28.57
3W,MALI ENTERPRISES PVT LTD,2024-09-01 00:00:00,2024,9,9,0,,3,2024-Q3,2024-Q3,1,900
3W,MALKIT AGRO TECH PVT. LTD,2024-09-01 00:00:00,2024,9,62,,,3,2024-Q3,2024-Q3,142,0.7
3W,MAN TRUCKS INDIA PVT. LTD.,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MANDEEP ENGINEERING WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MANIRAM ELECTRIC VEHICLE PVT LTD,2024-09-01 00:00:00,2024,9,123,21,485.71,3,2024-Q3,2024-Q3,328,7.01
3W,MANISH EV INTERNATIONAL PRIVATE LIMITED,2024-09-01 00:00:00,2024,9,15,41,63.41,3,2024-Q3,2024-Q3,56,0
3W,MANITA CITY MOTORS LLP,2024-09-01 00:00:00,2024,9,234,176,32.95,3,2024-Q3,2024-Q3,558,24.37
3W,MANITOU EQUIPMENT INDIA PVT LTD,2024-09-01 00:00:00,2024,9,48,,,3,2024-Q3,2024-Q3,138,10.14
3W,MANKU AGRO TECH PVT LTD,2024-09-01 00:00:00,2024,9,132,,,3,2024-Q3,2024-Q3,357,20.17
3W,MANKU AGRO TECH. PVT. LTD.,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MANMOHAN KAUR,2024-09-01 00:00:00,2024,9,3,5,40,3,2024-Q3,2024-Q3,24,62.5
3W,MANOJ ENGINEERING WORKS,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,0,
3W,MANPREET AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MARATHWADA QUALITY TRAILER,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,50
3W,MARCEL BOSCHUNG (IMPORTER:KAM-AVIDA ENVIRO),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MARKUS,2024-09-01 00:00:00,2024,9,8,3,166.67,3,2024-Q3,2024-Q3,17,35.29
3W,MARSHAL MOTORS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MARTHWADA TRALIOR,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MARUTHISAN PVT LTD,2024-09-01 00:00:00,2024,9,9,,,3,2024-Q3,2024-Q3,29,37.93
3W,MARUTI BHIWANI E AUTOMOBILES,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MARUTI INDUSTRIES,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MARUTI SUZUKI INDIA LTD,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,0,
3W,MARUTI UDYOG LTD,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,73,69.86
3W,MASERATI S.P.A,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,3,66.67
3W,MASTO INDUSTRIES PVT LTD,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,0,
3W,MATHARU ENGINEERING AGRI WORKS,2024-09-01 00:00:00,2024,9,4,,,3,2024-Q3,2024-Q3,10,50
3W,MATHARU ENGINEERING WORKS,2024-09-01 00:00:00,2024,9,6,,,3,2024-Q3,2024-Q3,3,300
3W,MATTER MOTOR WORKS PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAULIRAJ INDUSTRIES LLP,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MAURYA MOTORS PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,MAYUR ENGINEERING MAYURBHANJ BARIPADA,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,"MAYUR ENTERPRISES,BARIPADA",2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,6,100
3W,MB AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,2,0
3W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,3,66.67
3W,MD RASUL ENGG WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MECPOWER MOBILITY PVT. LTD.,2024-09-01 00:00:00,2024,9,9,,,3,2024-Q3,2024-Q3,54,51.85
3W,MEHAR AGRO ENGINEERING,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MERCEDES -BENZ AG,2024-09-01 00:00:00,2024,9,154,,,3,2024-Q3,2024-Q3,380,15.53
3W,MERCEDES-BENZ INDIA PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MERCURY EV TECH LTD,2024-09-01 00:00:00,2024,9,5,,,3,2024-Q3,2024-Q3,0,
3W,METAL PRESSING & ENGG WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MEW ELECTRICALS LIMITED,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,MICROAUTOTECH PVT. LTD.,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,MILLENNIAL MOTORS LLP,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,0,
3W,MINI METRO EV L.L.P,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,962,100
3W,MIRAKLE 5 AUTOMOBILES PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,4,25
3W,MITSUBISHI MOTORS CORPORATION,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MK POWER AND E MOBILITY,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,5,100
3W,MLR AUTO LTD,2024-09-01 00:00:00,2024,9,536,155,245.81,3,2024-Q3,2024-Q3,1194,26.97
3W,MODERN  AGRO  INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,5,40
3W,MOHAN ENGINEERING WORKS SAMBALPUR SINDURPANK,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,5,100
3W,MOHAN GENERAL TRADING COMPANY,2024-09-01 00:00:00,2024,9,2,4,50,3,2024-Q3,2024-Q3,17,17.65
3W,MOMU AUTOMOTIVE,2024-09-01 00:00:00,2024,9,55,,,3,2024-Q3,2024-Q3,127,10.24
3W,MONA GREEN AUTOMOBILES PVT LTD,2024-09-01 00:00:00,2024,9,7,,,3,2024-Q3,2024-Q3,0,
3W,MONDAL ENGINEERING WORKSHOP,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MONDAL TRADING,2024-09-01 00:00:00,2024,9,42,17,147.06,3,2024-Q3,2024-Q3,9,644.44
3W,MOON AGRICULTURE & FABRICATION WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MORGAN MOTOR COMPANY (IMPORTER: REGALIA LUXURY),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MORRIS MOTORS LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MOTOVOLT MOBILITY PVT LTD,2024-09-01 00:00:00,2024,9,54,,,3,2024-Q3,2024-Q3,7,2071.43
3W,MOVE STONE SERVICES PVT LTD,2024-09-01 00:00:00,2024,9,448,416,7.69,3,2024-Q3,2024-Q3,865,66.47
3W,MS ANUP ENTERPRISES TRAILER SNG,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MS PATEL INDUSTRIES JHARSUGUDA PURUNABASTI,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,0,
3W,MS SAHU INDUSTRIES TRAILER KORAPUT JEYPORE,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MS SAI AGRO INDUSTRIES KORAPUT JEYPORE,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,MS SRI SAI AGRICULTURAL EQUIPMENTS KORAPUT JEYPORE,2024-09-01 00:00:00,2024,9,4,,,3,2024-Q3,2024-Q3,0,
3W,MUNDE MECHANICAL WORKS,2024-09-01 00:00:00,2024,9,9,,,3,2024-Q3,2024-Q3,30,23.33
3W,MVM MOTORS PRIVATE LIMITED,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,5,100
3W,MYTRAH MOBILITY PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,6,100
3W,N K INDUSTRIES,2024-09-01 00:00:00,2024,9,8,,,3,2024-Q3,2024-Q3,49,73.47
3W,N.S. AGRO WORKS,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,5,20
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2024-09-01 00:00:00,2024,9,368,474,22.36,3,2024-Q3,2024-Q3,1100,5.45
3W,NABINA WELDING,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NABINA WELDING BHANJANAGAR BYPASS ROAD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,"NAIK TROLLEY AND IMPL,SNG",2024-09-01 00:00:00,2024,9,30,,,3,2024-Q3,2024-Q3,169,43.79
3W,"NAIK TROLLEY&IMPLS,BHEDABAHAL",2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NAMAH INDUSTRIES PVT LTD,2024-09-01 00:00:00,2024,9,49,0,,3,2024-Q3,2024-Q3,80,76.25
3W,NANJING VMOTO (IMPORTER: FORTUNEV),2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NARAINDASS AND SONS,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,3,233.33
3W,NARINDERA AGRO WORKS,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,9,55.56
3W,NATH AGRO IMPLEMENTS PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NATIONAL ENGG WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NATIONAL STEEL AND W PRODUCTS SAMBALPUR BAREIPALI,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NAVDURGA TRAILERS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NAZAR SINGH & SONS,2024-09-01 00:00:00,2024,9,4,,,3,2024-Q3,2024-Q3,4,150
3W,NDS ECO MOTORS PVT LTD,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,0,
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2024-09-01 00:00:00,2024,9,72,96,25,3,2024-Q3,2024-Q3,138,28.26
3W,NEELAM CYCLE,2024-09-01 00:00:00,2024,9,0,8,100,3,2024-Q3,2024-Q3,10,70
3W,NEERAJ MOTORS PVT LTD,2024-09-01 00:00:00,2024,9,8,,,3,2024-Q3,2024-Q3,0,
3W,NEUON MOTORS LLP,2024-09-01 00:00:00,2024,9,3,2,50,3,2024-Q3,2024-Q3,17,11.76
3W,NEW ARCANA INDIA,2024-09-01 00:00:00,2024,9,105,122,13.93,3,2024-Q3,2024-Q3,213,40.38
3W,NEW CHAWLA INDUSTRIES,2024-09-01 00:00:00,2024,9,26,,,3,2024-Q3,2024-Q3,44,25
3W,NEW DEVE AGRO WORKS,2024-09-01 00:00:00,2024,9,5,,,3,2024-Q3,2024-Q3,4,175
3W,NEW GAHIR AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,8,,,3,2024-Q3,2024-Q3,14,85.71
3W,NEW GOBIND AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,9,,,3,2024-Q3,2024-Q3,6,150
3W,NEW GOLDEN AGRICULTURE,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,NEW GURDIAL AGRO INDUSTRIES PVT LTD,2024-09-01 00:00:00,2024,9,57,,,3,2024-Q3,2024-Q3,71,69.01
3W,NEW HIND AGRO PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
3W,NEW HOLLAND FIAT INDIA PVT. LTD.,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NEW KISAN ENGINEERING WORKS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NEW MALLIKARJUNA ENG WORKS,2024-09-01 00:00:00,2024,9,38,,,3,2024-Q3,2024-Q3,108,16.67
3W,NEW MARTHWADA QUALITY TRAILOR,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,9,77.78
3W,NEW SUPER QUALITY TRAILOR,2024-09-01 00:00:00,2024,9,5,,,3,2024-Q3,2024-Q3,3,600
3W,NEW VINAYAKA ENGINEERING  RAYAGADA,2024-09-01 00:00:00,2024,9,11,,,3,2024-Q3,2024-Q3,0,
3W,NEW VISHNU MOTOR BODY BUILDERS,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,0,
3W,NGAGE WHEEL PVT LTD,2024-09-01 00:00:00,2024,9,0,3,100,3,2024-Q3,2024-Q3,4,100
3W,NHD MOTORS,2024-09-01 00:00:00,2024,9,29,30,3.33,3,2024-Q3,2024-Q3,99,5.05
3W,NILKANTH TRAILER,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NINGBO LONGJIA (IMPORTER: ADISHWAR AUTO),2024-09-01 00:00:00,2024,9,11,,,3,2024-Q3,2024-Q3,38,15.79
3W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2024-09-01 00:00:00,2024,9,4,,,3,2024-Q3,2024-Q3,16,25
3W,NIPUN SANYANTRA PVT LTD,2024-09-01 00:00:00,2024,9,19,30,36.67,3,2024-Q3,2024-Q3,43,44.19
3W,NIRMAL UTILITY SERVICES PVT LTD,2024-09-01 00:00:00,2024,9,0,2,100,3,2024-Q3,2024-Q3,1,300
3W,NISIKI TECHNOLOGIES PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,6,33.33
3W,NISSAN MOTOR INDIA PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NORTON,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2024-09-01 00:00:00,2024,9,372,274,35.77,3,2024-Q3,2024-Q3,891,24.02
3W,NUMEROS MOTORS PVT LTD,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,45,44.44
3W,OBEN ELECTRIC VEHICLES PVT LTD,2024-09-01 00:00:00,2024,9,56,,,3,2024-Q3,2024-Q3,104,141.35
3W,OCULUS AUTO INDUSTRIES LLP,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,0,
3W,ODYSSE ELECTRIC VEHICLES PVT LTD,2024-09-01 00:00:00,2024,9,208,,,3,2024-Q3,2024-Q3,328,19.21
3W,OGATA MOTORS INDIA PVT LTD,2024-09-01 00:00:00,2024,9,3,28,89.29,3,2024-Q3,2024-Q3,11,45.45
3W,OK PLAY INDIA LTD,2024-09-01 00:00:00,2024,9,20,8,150,3,2024-Q3,2024-Q3,24,137.5
3W,OKAYA EV PVT LTD,2024-09-01 00:00:00,2024,9,316,,,3,2024-Q3,2024-Q3,1413,15.5
3W,OKAYA POWER PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,OKINAWA AUTOTECH PVT LTD,2024-09-01 00:00:00,2024,9,146,0,,3,2024-Q3,2024-Q3,1458,50.41
3W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,OLECTRA GREENTECH LTD,2024-09-01 00:00:00,2024,9,115,,,3,2024-Q3,2024-Q3,111,143.24
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2024-09-01 00:00:00,2024,9,158,335,52.84,3,2024-Q3,2024-Q3,582,6.87
3W,OM INDUSTRIES,2024-09-01 00:00:00,2024,9,193,0,,3,2024-Q3,2024-Q3,326,76.99
3W,OM RAJ AUTOTECH LLP,2024-09-01 00:00:00,2024,9,69,97,28.87,3,2024-Q3,2024-Q3,202,8.91
3W,OM SHREE SAI ENGINEERING,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,2,250
3W,"OM VINAYAK INDUSTRIES,BGH",2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,OM VINAYAKA INDUSTRIES BARGARH GANAPATI COMPLEX,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,OMEGA CONSTRUCTION EQUIPMENT PVT LTD,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,200
3W,OMEGA SALES & AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,18,28,35.71,3,2024-Q3,2024-Q3,70,27.14
3W,OMEGA SEIKI PVT LTD,2024-09-01 00:00:00,2024,9,569,347,63.98,3,2024-Q3,2024-Q3,1012,57.81
3W,OMJAY EV LIMITED,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,6,83.33
3W,OMM SHREE SAI ENGINEERING KEONJHAR DHANGARPADA,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,ORDINANCE FACTORY,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,12,41.67
3W,OTHERS,2024-09-01 00:00:00,2024,9,691,284,143.31,3,2024-Q3,2024-Q3,1912,15.74
3W,OXEN ELECTRIC VEHICLES,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,0,
3W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2024-09-01 00:00:00,2024,9,5,,,3,2024-Q3,2024-Q3,27,40.74
3W,P M DIESELS PVT LTD,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,1,300
3W,PACE AGRO PRIVATE LIMITED,2024-09-01 00:00:00,2024,9,0,9,100,3,2024-Q3,2024-Q3,2,150
3W,PANESAR AGRO TECH,2024-09-01 00:00:00,2024,9,7,,,3,2024-Q3,2024-Q3,18,38.89
3W,PANI ENGINEERING,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,PANTHER ELECTRIC VEHICLES,2024-09-01 00:00:00,2024,9,0,10,100,3,2024-Q3,2024-Q3,5,40
3W,PARAMOUNT AUTOMOBILES TROLLEY JEYPORE KORAPUT,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,PARAMOUNT AUTOMOTIVES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,12,100
3W,PARAS INDUSTRIES,2024-09-01 00:00:00,2024,9,159,333,52.25,3,2024-Q3,2024-Q3,714,21.01
3W,PARDEEP AGRO INDUSTRIES,2024-09-01 00:00:00,2024,9,2,,,3,2024-Q3,2024-Q3,5,20
3W,PARI E-VEHICLES,2024-09-01 00:00:00,2024,9,32,38,15.79,3,2024-Q3,2024-Q3,94,32.98
3W,PARI METRO E RICKSHAW,2024-09-01 00:00:00,2024,9,111,92,20.65,3,2024-Q3,2024-Q3,239,25.52
3W,PARVATHI ENGINEERING WORKS AP49760577,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,PARVEEN AUTO,2024-09-01 00:00:00,2024,9,3,13,76.92,3,2024-Q3,2024-Q3,14,71.43
3W,PATEL AND SONS ENGINEERING WORKS SAMBALPUR LAIDA,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,PATEL ENGINEERING,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,PATEL INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,2,100
3W,PATS MOTOR CORP,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,2,100
3W,PAUL INDUSTRIES,2024-09-01 00:00:00,2024,9,3,,,3,2024-Q3,2024-Q3,1,300
3W,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,2024-09-01 00:00:00,2024,9,1,,,3,2024-Q3,2024-Q3,1,0
3W,PCA AUTOMOBILES INDIA PVT LTD,2024-09-01 00:00:00,2024,9,677,,,3,2024-Q3,2024-Q3,1495,4.35
3W,PERFECT TECHNOCRATS,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,0,
3W,PIAGGIO VEHICLES PVT LTD,2024-09-01 00:00:00,2024,9,0,0,,3,2024-Q3,2024-Q3,0,
3W,PICK ELECTRIC AUTO PVT LTD,2024-09-01 00:00:00,2024,9,8,,,3,2024-Q3,2024-Q3,20,5
3W,PINNACLE MOBILITY SOLUTIONS PVT LTD,2024-09-01 00:00:00,2024,9,13,,,3,2024-Q3,2024-Q3,27,3.7
3W,PLAUDIT TECHNO INDIA PVT LTD,2024-09-01 00:00:00,2024,9,140,0,,3,2024-Q3,2024-Q3,172,93.02
3W,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2024-09-01 00:00:00,2024,9,74,,,3,2024-Q3,2024-Q3,115,13.04
3W,PODDAR INDUSTRIES,2024-09-01 00:00:00,2024,9,0,,,3,2024-Q3,2024-Q3,1,100
